fromPlaceName,toPlaceName,date,duration,0-30,30-60,60-120,120+
Camporgiano,Castelnuovo di Garfagnana,10-10-2023,21,1,0,0,0
Camporgiano,Castelnuovo di Garfagnana,10-10-2023,21,1,0,0,0
Camporgiano,Castelnuovo di Garfagnana,10-10-2023,23,1,0,0,0
Camporgiano,Castelnuovo di Garfagnana,10-10-2023,23,1,0,0,0
Camporgiano,Castelnuovo di Garfagnana,10-10-2023,21,1,0,0,0
Camporgiano,Castelnuovo di Garfagnana,10-10-2023,21,1,0,0,0
Camporgiano,Castelnuovo di Garfagnana,10-10-2023,21,1,0,0,0
Camporgiano,Castelnuovo di Garfagnana,10-10-2023,21,1,0,0,0
Camporgiano,Castelnuovo di Garfagnana,10-10-2023,21,1,0,0,0
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-09-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castelnuovo di Garfagnana,07-05-2023,128,1,1,1,1
Camporgiano,Castiglione di Garfagnana,10-10-2023,43,1,1,0,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,50,1,1,0,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,50,1,1,0,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,64,1,1,1,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,64,1,1,1,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,43,1,1,0,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,84,1,1,1,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,84,1,1,1,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,84,1,1,1,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,84,1,1,1,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,87,1,1,1,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,87,1,1,1,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,72,1,1,1,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,54,1,1,0,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,43,1,1,0,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,43,1,1,0,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,43,1,1,0,0
Camporgiano,Castiglione di Garfagnana,10-10-2023,84,1,1,1,0
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-09-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Castiglione di Garfagnana,07-05-2023,131,1,1,1,1
Camporgiano,Fabbriche di Vergemoli,10-10-2023,93,1,1,1,0
Camporgiano,Fabbriche di Vergemoli,10-10-2023,141,1,1,1,1
Camporgiano,Fabbriche di Vergemoli,10-10-2023,141,1,1,1,1
Camporgiano,Fabbriche di Vergemoli,10-10-2023,141,1,1,1,1
Camporgiano,Fabbriche di Vergemoli,10-10-2023,141,1,1,1,1
Camporgiano,Fabbriche di Vergemoli,10-10-2023,93,1,1,1,0
Camporgiano,Fabbriche di Vergemoli,10-10-2023,235,1,1,1,1
Camporgiano,Fabbriche di Vergemoli,10-10-2023,161,1,1,1,1
Camporgiano,Fabbriche di Vergemoli,10-10-2023,161,1,1,1,1
Camporgiano,Fabbriche di Vergemoli,10-10-2023,161,1,1,1,1
Camporgiano,Fabbriche di Vergemoli,10-10-2023,161,1,1,1,1
Camporgiano,Fabbriche di Vergemoli,10-10-2023,161,1,1,1,1
Camporgiano,Fabbriche di Vergemoli,10-10-2023,166,1,1,1,1
Camporgiano,Fabbriche di Vergemoli,10-10-2023,93,1,1,1,0
Camporgiano,Fabbriche di Vergemoli,10-10-2023,93,1,1,1,0
Camporgiano,Fabbriche di Vergemoli,10-10-2023,93,1,1,1,0
Camporgiano,Fabbriche di Vergemoli,10-10-2023,93,1,1,1,0
Camporgiano,Fabbriche di Vergemoli,10-10-2023,235,1,1,1,1
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,51,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,51,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,51,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,51,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,51,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,54,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-01-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,53,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,53,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,53,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,41,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,41,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,41,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,41,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,41,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,68,1,1,1,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,10-10-2023,52,1,1,0,0
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-09-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Fosciandora,07-05-2023,204,1,1,1,1
Camporgiano,Gallicano,10-01-2023,55,1,1,0,0
Camporgiano,Gallicano,10-01-2023,55,1,1,0,0
Camporgiano,Gallicano,10-01-2023,55,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,56,1,1,0,0
Camporgiano,Gallicano,10-01-2023,56,1,1,0,0
Camporgiano,Gallicano,10-01-2023,56,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-01-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,54,1,1,0,0
Camporgiano,Gallicano,10-10-2023,45,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Gallicano,10-10-2023,45,1,1,0,0
Camporgiano,Gallicano,10-10-2023,47,1,1,0,0
Camporgiano,Gallicano,10-10-2023,50,1,1,0,0
Camporgiano,Gallicano,10-10-2023,45,1,1,0,0
Camporgiano,Gallicano,10-10-2023,45,1,1,0,0
Camporgiano,Gallicano,10-10-2023,45,1,1,0,0
Camporgiano,Gallicano,10-10-2023,45,1,1,0,0
Camporgiano,Gallicano,10-10-2023,44,1,1,0,0
Camporgiano,Minucciano,10-10-2023,78,1,1,1,0
Camporgiano,Minucciano,10-10-2023,69,1,1,1,0
Camporgiano,Minucciano,10-10-2023,69,1,1,1,0
Camporgiano,Minucciano,10-10-2023,69,1,1,1,0
Camporgiano,Minucciano,10-10-2023,69,1,1,1,0
Camporgiano,Minucciano,10-10-2023,69,1,1,1,0
Camporgiano,Minucciano,10-10-2023,78,1,1,1,0
Camporgiano,Minucciano,10-10-2023,60,1,1,1,0
Camporgiano,Minucciano,10-10-2023,58,1,1,0,0
Camporgiano,Minucciano,10-10-2023,58,1,1,0,0
Camporgiano,Minucciano,10-10-2023,58,1,1,0,0
Camporgiano,Minucciano,10-10-2023,58,1,1,0,0
Camporgiano,Minucciano,10-10-2023,58,1,1,0,0
Camporgiano,Minucciano,10-10-2023,122,1,1,1,1
Camporgiano,Minucciano,10-10-2023,109,1,1,1,0
Camporgiano,Minucciano,10-10-2023,78,1,1,1,0
Camporgiano,Minucciano,10-10-2023,78,1,1,1,0
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-09-2023,211,1,1,1,1
Camporgiano,Minucciano,07-05-2023,211,1,1,1,1
Camporgiano,Minucciano,07-05-2023,211,1,1,1,1
Camporgiano,Minucciano,07-05-2023,211,1,1,1,1
