,fromPlaceName,toPlaceName,date,duration,interval
27114,Careggine,San Michele,10-04-2023,149,120+
27210,Careggine,Sant'Anastasio,10-04-2023,167,120+
27289,Careggine,Vergnano,10-04-2023,258,120+
27498,Careggine,San Romano in Garfagnana,10-04-2023,126,120+
27594,Careggine,Sillano Giuncugnano,10-04-2023,368,120+
27786,Careggine,Bagni di Lucca,10-04-2023,136,120+
27882,Careggine,Barga,10-04-2023,108,60-120
27978,Careggine,Albiano,10-04-2023,108,60-120
28074,Careggine,Castelvecchio Pascoli,10-04-2023,95,60-120
28170,Careggine,Filecchio,10-04-2023,123,120+
28266,Careggine,Fornaci di Barga,10-04-2023,96,60-120
28362,Careggine,Loppia,10-04-2023,113,60-120
28458,Careggine,Mologno,10-04-2023,86,60-120
28554,Careggine,Ponte all'Ania,10-04-2023,105,60-120
28746,Careggine,San Pietro in Campo,10-04-2023,109,60-120
28842,Careggine,Sommocolonia,10-04-2023,129,120+
29034,Careggine,Borgo a Mozzano,10-04-2023,123,120+
29322,Careggine,Lucca,10-04-2023,149,120+
29418,Castelnuovo di Garfagnana,Camporgiano,10-04-2023,35,30-60
29601,Castelnuovo di Garfagnana,Palleroso,10-04-2023,54,30-60
29696,Castelnuovo di Garfagnana,Monterotondo,10-04-2023,35,30-60
29697,Castelnuovo di Garfagnana,Monterotondo,10-04-2023,40,30-60
29802,Castelnuovo di Garfagnana,Antisciana,10-04-2023,22,0-30
29884,Castelnuovo di Garfagnana,Gragnanella,10-04-2023,28,0-30
29898,Castelnuovo di Garfagnana,Gragnanella,10-04-2023,37,30-60
30376,Castelnuovo di Garfagnana,Castiglione di Garfagnana,10-04-2023,48,30-60
30379,Castelnuovo di Garfagnana,Castiglione di Garfagnana,10-04-2023,30,30-60
30456,Castelnuovo di Garfagnana,Fabbriche di Vergemoli,10-04-2023,82,60-120
30626,Castelnuovo di Garfagnana,Gallicano,10-01-2023,48,30-60
30642,Castelnuovo di Garfagnana,Gallicano,10-01-2023,49,30-60
30656,Castelnuovo di Garfagnana,Gallicano,10-04-2023,45,30-60
30661,Castelnuovo di Garfagnana,Gallicano,10-04-2023,32,30-60
30762,Castelnuovo di Garfagnana,Minucciano,10-04-2023,162,120+
30843,Castelnuovo di Garfagnana,Molazzana,10-04-2023,61,60-120
30848,Castelnuovo di Garfagnana,Molazzana,10-04-2023,85,60-120
30930,Castelnuovo di Garfagnana,Piazza al Serchio,10-01-2023,40,30-60
31050,Castelnuovo di Garfagnana,Borsigliana,10-04-2023,67,60-120
31051,Castelnuovo di Garfagnana,Borsigliana,10-04-2023,82,60-120
31146,Castelnuovo di Garfagnana,Cogna,10-04-2023,95,60-120
31147,Castelnuovo di Garfagnana,Cogna,10-04-2023,80,60-120
31218,Castelnuovo di Garfagnana,Colognola,10-01-2023,62,60-120
31314,Castelnuovo di Garfagnana,Cortia,10-01-2023,73,60-120
31410,Castelnuovo di Garfagnana,Gragnana,10-01-2023,70,60-120
31530,Castelnuovo di Garfagnana,Livignano,10-04-2023,62,60-120
31531,Castelnuovo di Garfagnana,Livignano,10-04-2023,75,60-120
31602,Castelnuovo di Garfagnana,Nicciano,10-01-2023,67,60-120
31698,Castelnuovo di Garfagnana,Petrognano,10-01-2023,65,60-120
31722,Castelnuovo di Garfagnana,Petrognano,10-04-2023,42,30-60
31723,Castelnuovo di Garfagnana,Petrognano,10-04-2023,39,30-60
31724,Castelnuovo di Garfagnana,Petrognano,10-04-2023,37,30-60
31890,Castelnuovo di Garfagnana,San Donnino,10-01-2023,55,30-60
31986,Castelnuovo di Garfagnana,San Michele,10-01-2023,52,30-60
32082,Castelnuovo di Garfagnana,Sant'Anastasio,10-01-2023,76,60-120
32202,Castelnuovo di Garfagnana,Vergnano,10-04-2023,78,60-120
32203,Castelnuovo di Garfagnana,Vergnano,10-04-2023,64,60-120
32394,Castelnuovo di Garfagnana,San Romano in Garfagnana,10-04-2023,38,30-60
32472,Castelnuovo di Garfagnana,Sillano Giuncugnano,10-04-2023,68,60-120
32490,Castelnuovo di Garfagnana,Sillano Giuncugnano,10-04-2023,84,60-120
32591,Castelnuovo di Garfagnana,Villa Collemandina,10-04-2023,69,60-120
32642,Castelnuovo di Garfagnana,Bagni di Lucca,10-01-2023,69,60-120
32690,Castelnuovo di Garfagnana,Bagni di Lucca,09-07-2023,68,60-120
32773,Castelnuovo di Garfagnana,Barga,10-04-2023,54,30-60
32870,Castelnuovo di Garfagnana,Albiano,10-04-2023,41,30-60
32893,Castelnuovo di Garfagnana,Albiano,09-07-2023,68,60-120
32930,Castelnuovo di Garfagnana,Castelvecchio Pascoli,10-01-2023,69,60-120
32946,Castelnuovo di Garfagnana,Castelvecchio Pascoli,10-01-2023,40,30-60
32954,Castelnuovo di Garfagnana,Castelvecchio Pascoli,10-04-2023,43,30-60
32966,Castelnuovo di Garfagnana,Castelvecchio Pascoli,10-04-2023,28,0-30
32989,Castelnuovo di Garfagnana,Castelvecchio Pascoli,09-07-2023,41,30-60
33026,Castelnuovo di Garfagnana,Filecchio,10-01-2023,70,60-120
33050,Castelnuovo di Garfagnana,Filecchio,10-04-2023,59,30-60
33051,Castelnuovo di Garfagnana,Filecchio,10-04-2023,68,60-120
33061,Castelnuovo di Garfagnana,Filecchio,10-04-2023,58,30-60
33074,Castelnuovo di Garfagnana,Filecchio,09-07-2023,69,60-120
33122,Castelnuovo di Garfagnana,Fornaci di Barga,10-01-2023,41,30-60
33161,Castelnuovo di Garfagnana,Fornaci di Barga,10-04-2023,34,30-60
33170,Castelnuovo di Garfagnana,Fornaci di Barga,09-07-2023,40,30-60
33218,Castelnuovo di Garfagnana,Loppia,10-01-2023,60,60-120
33242,Castelnuovo di Garfagnana,Loppia,10-04-2023,49,30-60
33243,Castelnuovo di Garfagnana,Loppia,10-04-2023,58,30-60
33263,Castelnuovo di Garfagnana,Loppia,10-04-2023,65,60-120
33266,Castelnuovo di Garfagnana,Loppia,09-07-2023,59,30-60
33314,Castelnuovo di Garfagnana,Mologno,10-01-2023,31,30-60
33359,Castelnuovo di Garfagnana,Mologno,10-04-2023,38,30-60
33410,Castelnuovo di Garfagnana,Ponte all'Ania,10-01-2023,54,30-60
33435,Castelnuovo di Garfagnana,Ponte all'Ania,10-04-2023,52,30-60
33455,Castelnuovo di Garfagnana,Ponte all'Ania,10-04-2023,56,30-60
33458,Castelnuovo di Garfagnana,Ponte all'Ania,09-07-2023,53,30-60
33539,Castelnuovo di Garfagnana,Renaio,10-04-2023,109,60-120
33602,Castelnuovo di Garfagnana,San Pietro in Campo,10-01-2023,51,30-60
33618,Castelnuovo di Garfagnana,San Pietro in Campo,10-01-2023,48,30-60
33722,Castelnuovo di Garfagnana,Sommocolonia,10-04-2023,89,60-120
33733,Castelnuovo di Garfagnana,Sommocolonia,10-04-2023,93,60-120
33734,Castelnuovo di Garfagnana,Sommocolonia,10-04-2023,62,60-120
33818,Castelnuovo di Garfagnana,Tiglio,10-04-2023,209,120+
33834,Castelnuovo di Garfagnana,Tiglio,10-04-2023,66,60-120
33890,Castelnuovo di Garfagnana,Borgo a Mozzano,10-01-2023,55,30-60
33931,Castelnuovo di Garfagnana,Borgo a Mozzano,10-04-2023,56,30-60
33955,Castelnuovo di Garfagnana,Borgo a Mozzano,09-07-2023,56,30-60
34120,Castelnuovo di Garfagnana,Pescaglia,10-04-2023,188,120+
34202,Castelnuovo di Garfagnana,Lucca,10-04-2023,84,60-120
34214,Castelnuovo di Garfagnana,Lucca,10-04-2023,87,60-120
34226,Castelnuovo di Garfagnana,Lucca,09-07-2023,84,60-120
34238,Castelnuovo di Garfagnana,Lucca,09-07-2023,87,60-120
34488,Palleroso,Castelnuovo di Garfagnana,10-04-2023,31,30-60
34489,Palleroso,Castelnuovo di Garfagnana,10-04-2023,43,30-60
34490,Palleroso,Castelnuovo di Garfagnana,10-04-2023,47,30-60
34584,Palleroso,Monterotondo,10-04-2023,27,0-30
34682,Palleroso,Antisciana,10-04-2023,59,30-60
34683,Palleroso,Antisciana,10-04-2023,62,60-120
34693,Palleroso,Antisciana,10-04-2023,51,30-60
34699,Palleroso,Antisciana,10-04-2023,42,30-60
34703,Palleroso,Antisciana,10-04-2023,75,60-120
34778,Palleroso,Gragnanella,10-04-2023,65,60-120
34779,Palleroso,Gragnanella,10-04-2023,72,60-120
34794,Palleroso,Gragnanella,10-04-2023,60,60-120
34795,Palleroso,Gragnanella,10-04-2023,52,30-60
34884,Palleroso,Cerretoli,10-04-2023,62,60-120
34890,Palleroso,Cerretoli,10-04-2023,61,60-120
34891,Palleroso,Cerretoli,10-04-2023,73,60-120
34895,Palleroso,Cerretoli,10-04-2023,87,60-120
34980,Palleroso,Colle,10-04-2023,66,60-120
34986,Palleroso,Colle,10-04-2023,83,60-120
34987,Palleroso,Colle,10-04-2023,71,60-120
35076,Palleroso,Metello,10-04-2023,78,60-120
35177,Palleroso,Rontano,10-04-2023,95,60-120
35273,Palleroso,Castiglione di Garfagnana,10-04-2023,80,60-120
35352,Palleroso,Fabbriche di Vergemoli,10-04-2023,113,60-120
35353,Palleroso,Fabbriche di Vergemoli,10-04-2023,124,120+
35564,Palleroso,Gallicano,10-04-2023,47,30-60
35567,Palleroso,Gallicano,10-04-2023,50,30-60
35644,Palleroso,Minucciano,10-04-2023,136,120+
35652,Palleroso,Minucciano,10-04-2023,118,60-120
35750,Palleroso,Molazzana,10-04-2023,64,60-120
35756,Palleroso,Molazzana,10-04-2023,45,30-60
35834,Palleroso,Piazza al Serchio,10-04-2023,80,60-120
35835,Palleroso,Piazza al Serchio,10-04-2023,81,60-120
35850,Palleroso,Piazza al Serchio,10-04-2023,78,60-120
35946,Palleroso,Borsigliana,10-04-2023,149,120+
35947,Palleroso,Borsigliana,10-04-2023,102,60-120
36024,Palleroso,Cogna,10-04-2023,102,60-120
36042,Palleroso,Cogna,10-04-2023,155,120+
36138,Palleroso,Colognola,10-04-2023,101,60-120
36228,Palleroso,Cortia,10-04-2023,108,60-120
36330,Palleroso,Gragnana,10-04-2023,109,60-120
36408,Palleroso,Livignano,10-04-2023,97,60-120
36426,Palleroso,Livignano,10-04-2023,144,120+
36516,Palleroso,Nicciano,10-04-2023,101,60-120
36618,Palleroso,Petrognano,10-04-2023,69,60-120
36714,Palleroso,Petrognola,10-04-2023,114,60-120
36715,Palleroso,Petrognola,10-04-2023,104,60-120
36906,Palleroso,San Michele,10-04-2023,89,60-120
37002,Palleroso,Sant'Anastasio,10-04-2023,109,60-120
37003,Palleroso,Sant'Anastasio,10-04-2023,99,60-120
37080,Palleroso,Vergnano,10-04-2023,86,60-120
37476,Palleroso,Villa Collemandina,10-04-2023,120,120+
37564,Palleroso,Bagni di Lucca,10-04-2023,104,60-120
37577,Palleroso,Bagni di Lucca,10-04-2023,97,60-120
37578,Palleroso,Bagni di Lucca,10-04-2023,99,60-120
37583,Palleroso,Bagni di Lucca,10-04-2023,100,60-120
37668,Palleroso,Barga,10-04-2023,78,60-120
37669,Palleroso,Barga,10-04-2023,65,60-120
37754,Palleroso,Albiano,10-04-2023,91,60-120
37764,Palleroso,Albiano,10-04-2023,86,60-120
37850,Palleroso,Castelvecchio Pascoli,10-04-2023,66,60-120
37958,Palleroso,Filecchio,10-04-2023,71,60-120
38435,Palleroso,Renaio,10-04-2023,128,120+
38620,Palleroso,Sommocolonia,10-04-2023,140,120+
38628,Palleroso,Sommocolonia,10-04-2023,118,60-120
38730,Palleroso,Tiglio,10-04-2023,95,60-120
38825,Palleroso,Borgo a Mozzano,10-04-2023,86,60-120
38826,Palleroso,Borgo a Mozzano,10-04-2023,89,60-120
39019,Palleroso,Pescaglia,10-04-2023,142,120+
39100,Palleroso,Lucca,10-04-2023,118,60-120
39101,Palleroso,Lucca,10-04-2023,153,120+
39119,Palleroso,Lucca,10-04-2023,128,120+
39210,Monterotondo,Camporgiano,10-04-2023,57,30-60
39211,Monterotondo,Camporgiano,10-04-2023,55,30-60
39212,Monterotondo,Camporgiano,10-04-2023,45,30-60
39388,Monterotondo,Castelnuovo di Garfagnana,10-04-2023,32,30-60
39407,Monterotondo,Castelnuovo di Garfagnana,10-04-2023,40,30-60
39493,Monterotondo,Palleroso,10-04-2023,42,30-60
39503,Monterotondo,Palleroso,10-04-2023,54,30-60
39580,Monterotondo,Antisciana,10-04-2023,38,30-60
39594,Monterotondo,Antisciana,10-04-2023,41,30-60
39599,Monterotondo,Antisciana,10-04-2023,61,60-120
39676,Monterotondo,Gragnanella,10-04-2023,48,30-60
39690,Monterotondo,Gragnanella,10-04-2023,56,30-60
39695,Monterotondo,Gragnanella,10-04-2023,76,60-120
39791,Monterotondo,Cerretoli,10-04-2023,71,60-120
39876,Monterotondo,Colle,10-04-2023,44,30-60
39882,Monterotondo,Colle,10-04-2023,93,60-120
39883,Monterotondo,Colle,10-04-2023,59,30-60
39972,Monterotondo,Metello,10-04-2023,57,30-60
40169,Monterotondo,Castiglione di Garfagnana,10-04-2023,70,60-120
40267,Monterotondo,Fabbriche di Vergemoli,10-04-2023,103,60-120
40635,Monterotondo,Molazzana,10-04-2023,50,30-60
40646,Monterotondo,Molazzana,10-04-2023,36,30-60
40748,Monterotondo,Piazza al Serchio,10-04-2023,60,60-120
40842,Monterotondo,Borsigliana,10-04-2023,95,60-120
40843,Monterotondo,Borsigliana,10-04-2023,100,60-120
40938,Monterotondo,Cogna,10-04-2023,123,120+
40939,Monterotondo,Cogna,10-04-2023,98,60-120
41036,Monterotondo,Colognola,10-04-2023,83,60-120
41228,Monterotondo,Gragnana,10-04-2023,91,60-120
41322,Monterotondo,Livignano,10-04-2023,90,60-120
41323,Monterotondo,Livignano,10-04-2023,93,60-120
41514,Monterotondo,Petrognano,10-04-2023,61,60-120
41610,Monterotondo,Petrognola,10-04-2023,105,60-120
41611,Monterotondo,Petrognola,10-04-2023,102,60-120
41706,Monterotondo,San Donnino,10-04-2023,61,60-120
41804,Monterotondo,San Michele,10-04-2023,73,60-120
41898,Monterotondo,Sant'Anastasio,10-04-2023,98,60-120
41899,Monterotondo,Sant'Anastasio,10-04-2023,97,60-120
41994,Monterotondo,Vergnano,10-04-2023,107,60-120
41995,Monterotondo,Vergnano,10-04-2023,82,60-120
42282,Monterotondo,Sillano Giuncugnano,10-04-2023,112,60-120
42456,Monterotondo,Bagni di Lucca,10-04-2023,89,60-120
42462,Monterotondo,Bagni di Lucca,10-04-2023,122,120+
42463,Monterotondo,Bagni di Lucca,10-04-2023,125,120+
42468,Monterotondo,Bagni di Lucca,10-04-2023,75,60-120
42474,Monterotondo,Bagni di Lucca,10-04-2023,82,60-120
42564,Monterotondo,Barga,10-04-2023,66,60-120
42565,Monterotondo,Barga,10-04-2023,53,30-60
42566,Monterotondo,Barga,10-04-2023,50,30-60
42575,Monterotondo,Barga,10-04-2023,77,60-120
42650,Monterotondo,Albiano,10-04-2023,82,60-120
42662,Monterotondo,Albiano,10-04-2023,56,30-60
42746,Monterotondo,Castelvecchio Pascoli,10-04-2023,58,30-60
42841,Monterotondo,Filecchio,10-04-2023,71,60-120
42842,Monterotondo,Filecchio,10-04-2023,78,60-120
42858,Monterotondo,Filecchio,10-04-2023,63,60-120
42859,Monterotondo,Filecchio,10-04-2023,64,60-120
42954,Monterotondo,Fornaci di Barga,10-04-2023,53,30-60
42955,Monterotondo,Fornaci di Barga,10-04-2023,51,30-60
43033,Monterotondo,Loppia,10-04-2023,60,60-120
43034,Monterotondo,Loppia,10-04-2023,67,60-120
43055,Monterotondo,Loppia,10-04-2023,84,60-120
43242,Monterotondo,Ponte all'Ania,10-04-2023,58,30-60
43243,Monterotondo,Ponte all'Ania,10-04-2023,54,30-60
43331,Monterotondo,Renaio,10-04-2023,125,120+
43417,Monterotondo,San Pietro in Campo,10-04-2023,62,60-120
43418,Monterotondo,San Pietro in Campo,10-04-2023,65,60-120
43432,Monterotondo,San Pietro in Campo,10-04-2023,49,30-60
43433,Monterotondo,San Pietro in Campo,10-04-2023,51,30-60
43434,Monterotondo,San Pietro in Campo,10-04-2023,56,30-60
43435,Monterotondo,San Pietro in Campo,10-04-2023,48,30-60
43514,Monterotondo,Sommocolonia,10-04-2023,104,60-120
43525,Monterotondo,Sommocolonia,10-04-2023,93,60-120
43526,Monterotondo,Sommocolonia,10-04-2023,77,60-120
43620,Monterotondo,Tiglio,10-04-2023,129,120+
43626,Monterotondo,Tiglio,10-04-2023,86,60-120
43716,Monterotondo,Borgo a Mozzano,10-04-2023,65,60-120
43722,Monterotondo,Borgo a Mozzano,10-04-2023,74,60-120
43723,Monterotondo,Borgo a Mozzano,10-04-2023,62,60-120
43912,Monterotondo,Pescaglia,10-04-2023,200,120+
43998,Monterotondo,Lucca,10-04-2023,136,120+
44004,Monterotondo,Lucca,10-04-2023,103,60-120
44289,Antisciana,Castelnuovo di Garfagnana,10-04-2023,32,30-60
44376,Antisciana,Palleroso,10-04-2023,46,30-60
44385,Antisciana,Palleroso,10-04-2023,75,60-120
44480,Antisciana,Monterotondo,10-04-2023,41,30-60
44481,Antisciana,Monterotondo,10-04-2023,61,60-120
44964,Antisciana,Rontano,10-04-2023,73,60-120
45048,Antisciana,Castiglione di Garfagnana,10-04-2023,51,30-60
45051,Antisciana,Castiglione di Garfagnana,10-04-2023,76,60-120
45065,Antisciana,Castiglione di Garfagnana,10-04-2023,77,60-120
45066,Antisciana,Castiglione di Garfagnana,10-04-2023,53,30-60
45144,Antisciana,Fabbriche di Vergemoli,10-04-2023,101,60-120
45344,Antisciana,Gallicano,10-04-2023,51,30-60
45450,Antisciana,Minucciano,10-04-2023,119,60-120
45451,Antisciana,Minucciano,10-04-2023,120,120+
45536,Antisciana,Molazzana,10-04-2023,107,60-120
45551,Antisciana,Molazzana,10-04-2023,65,60-120
45738,Antisciana,Borsigliana,10-04-2023,86,60-120
45739,Antisciana,Borsigliana,10-04-2023,90,60-120
45835,Antisciana,Cogna,10-04-2023,87,60-120
45925,Antisciana,Colognola,10-04-2023,55,30-60
45931,Antisciana,Colognola,10-04-2023,83,60-120
45932,Antisciana,Colognola,10-04-2023,79,60-120
46021,Antisciana,Cortia,10-04-2023,67,60-120
46027,Antisciana,Cortia,10-04-2023,90,60-120
46028,Antisciana,Cortia,10-04-2023,80,60-120
46117,Antisciana,Gragnana,10-04-2023,58,30-60
46123,Antisciana,Gragnana,10-04-2023,91,60-120
46124,Antisciana,Gragnana,10-04-2023,87,60-120
46218,Antisciana,Livignano,10-04-2023,85,60-120
46219,Antisciana,Livignano,10-04-2023,83,60-120
46315,Antisciana,Nicciano,10-04-2023,83,60-120
46316,Antisciana,Nicciano,10-04-2023,78,60-120
46507,Antisciana,Petrognola,10-04-2023,96,60-120
46602,Antisciana,San Donnino,10-04-2023,42,30-60
46795,Antisciana,Sant'Anastasio,10-04-2023,87,60-120
46890,Antisciana,Vergnano,10-04-2023,68,60-120
46891,Antisciana,Vergnano,10-04-2023,72,60-120
47081,Antisciana,San Romano in Garfagnana,10-04-2023,47,30-60
47082,Antisciana,San Romano in Garfagnana,10-04-2023,51,30-60
47160,Antisciana,Sillano Giuncugnano,10-04-2023,86,60-120
47173,Antisciana,Sillano Giuncugnano,10-04-2023,84,60-120
47355,Antisciana,Bagni di Lucca,10-04-2023,84,60-120
47356,Antisciana,Bagni di Lucca,10-04-2023,102,60-120
47448,Antisciana,Barga,10-04-2023,57,30-60
47449,Antisciana,Barga,10-04-2023,59,30-60
47461,Antisciana,Barga,10-04-2023,63,60-120
47462,Antisciana,Barga,10-04-2023,52,30-60
47544,Antisciana,Albiano,10-04-2023,56,30-60
47545,Antisciana,Albiano,10-04-2023,59,30-60
47546,Antisciana,Albiano,10-04-2023,86,60-120
47547,Antisciana,Albiano,10-04-2023,89,60-120
47640,Antisciana,Castelvecchio Pascoli,10-04-2023,43,30-60
47641,Antisciana,Castelvecchio Pascoli,10-04-2023,46,30-60
47642,Antisciana,Castelvecchio Pascoli,10-04-2023,55,30-60
47736,Antisciana,Filecchio,10-04-2023,61,60-120
47737,Antisciana,Filecchio,10-04-2023,74,60-120
47738,Antisciana,Filecchio,10-04-2023,75,60-120
47739,Antisciana,Filecchio,10-04-2023,81,60-120
47832,Antisciana,Fornaci di Barga,10-04-2023,48,30-60
47835,Antisciana,Fornaci di Barga,10-04-2023,45,30-60
47930,Antisciana,Loppia,10-04-2023,64,60-120
47931,Antisciana,Loppia,10-04-2023,70,60-120
47951,Antisciana,Loppia,10-04-2023,71,60-120
48120,Antisciana,Ponte all'Ania,10-04-2023,50,30-60
48227,Antisciana,Renaio,10-04-2023,121,120+
48312,Antisciana,San Pietro in Campo,10-04-2023,46,30-60
48315,Antisciana,San Pietro in Campo,10-04-2023,52,30-60
48408,Antisciana,Sommocolonia,10-04-2023,77,60-120
48409,Antisciana,Sommocolonia,10-04-2023,80,60-120
48410,Antisciana,Sommocolonia,10-04-2023,101,60-120
48420,Antisciana,Sommocolonia,10-04-2023,122,120+
48522,Antisciana,Tiglio,10-04-2023,90,60-120
48600,Antisciana,Borgo a Mozzano,10-04-2023,72,60-120
48616,Antisciana,Borgo a Mozzano,10-04-2023,68,60-120
48808,Antisciana,Pescaglia,10-04-2023,203,120+
48810,Antisciana,Pescaglia,10-04-2023,147,120+
48811,Antisciana,Pescaglia,10-04-2023,122,120+
48988,Gragnanella,Camporgiano,10-04-2023,33,30-60
49291,Gragnanella,Palleroso,10-04-2023,45,30-60
49947,Gragnanella,Castiglione di Garfagnana,10-04-2023,86,60-120
49962,Gragnanella,Castiglione di Garfagnana,10-04-2023,95,60-120
49963,Gragnanella,Castiglione di Garfagnana,10-04-2023,52,30-60
50040,Gragnanella,Fabbriche di Vergemoli,10-04-2023,98,60-120
50155,Gragnanella,Fosciandora,10-04-2023,51,30-60
50251,Gragnanella,Gallicano,10-04-2023,43,30-60
50346,Gragnanella,Minucciano,10-04-2023,120,120+
50539,Gragnanella,Piazza al Serchio,10-04-2023,64,60-120
50540,Gragnanella,Piazza al Serchio,10-04-2023,53,30-60
50634,Gragnanella,Borsigliana,10-04-2023,87,60-120
50635,Gragnanella,Borsigliana,10-04-2023,97,60-120
50731,Gragnanella,Cogna,10-04-2023,95,60-120
50821,Gragnanella,Colognola,10-04-2023,62,60-120
50827,Gragnanella,Colognola,10-04-2023,86,60-120
50828,Gragnanella,Colognola,10-04-2023,75,60-120
50917,Gragnanella,Cortia,10-04-2023,74,60-120
50923,Gragnanella,Cortia,10-04-2023,92,60-120
51013,Gragnanella,Gragnana,10-04-2023,65,60-120
51019,Gragnanella,Gragnana,10-04-2023,94,60-120
51020,Gragnanella,Gragnana,10-04-2023,84,60-120
51114,Gragnanella,Livignano,10-04-2023,86,60-120
51115,Gragnanella,Livignano,10-04-2023,90,60-120
51211,Gragnanella,Nicciano,10-04-2023,86,60-120
51212,Gragnanella,Nicciano,10-04-2023,74,60-120
51403,Gragnanella,Petrognola,10-04-2023,99,60-120
51493,Gragnanella,San Donnino,10-04-2023,46,30-60
51595,Gragnanella,San Michele,10-04-2023,76,60-120
51596,Gragnanella,San Michele,10-04-2023,66,60-120
51691,Gragnanella,Sant'Anastasio,10-04-2023,94,60-120
51781,Gragnanella,Vergnano,10-04-2023,71,60-120
51787,Gragnanella,Vergnano,10-04-2023,79,60-120
51876,Gragnanella,Pieve Fosciana,10-04-2023,142,120+
51977,Gragnanella,San Romano in Garfagnana,10-04-2023,54,30-60
51978,Gragnanella,San Romano in Garfagnana,10-04-2023,56,30-60
52056,Gragnanella,Sillano Giuncugnano,10-04-2023,83,60-120
52069,Gragnanella,Sillano Giuncugnano,10-04-2023,94,60-120
52248,Gragnanella,Bagni di Lucca,10-04-2023,81,60-120
52251,Gragnanella,Bagni di Lucca,10-04-2023,94,60-120
52344,Gragnanella,Barga,10-04-2023,53,30-60
52345,Gragnanella,Barga,10-04-2023,73,60-120
52346,Gragnanella,Barga,10-04-2023,75,60-120
52440,Gragnanella,Albiano,10-04-2023,52,30-60
52441,Gragnanella,Albiano,10-04-2023,72,60-120
52442,Gragnanella,Albiano,10-04-2023,94,60-120
52536,Gragnanella,Castelvecchio Pascoli,10-04-2023,39,30-60
52537,Gragnanella,Castelvecchio Pascoli,10-04-2023,59,30-60
52538,Gragnanella,Castelvecchio Pascoli,10-04-2023,63,60-120
52651,Gragnanella,Filecchio,10-04-2023,64,60-120
52747,Gragnanella,Fornaci di Barga,10-04-2023,46,30-60
52843,Gragnanella,Loppia,10-04-2023,69,60-120
52939,Gragnanella,Mologno,10-04-2023,41,30-60
53035,Gragnanella,Ponte all'Ania,10-04-2023,49,30-60
53123,Gragnanella,Renaio,10-04-2023,123,120+
53227,Gragnanella,San Pietro in Campo,10-04-2023,43,30-60
53304,Gragnanella,Sommocolonia,10-04-2023,73,60-120
53305,Gragnanella,Sommocolonia,10-04-2023,93,60-120
53306,Gragnanella,Sommocolonia,10-04-2023,109,60-120
53317,Gragnanella,Sommocolonia,10-04-2023,108,60-120
53418,Gragnanella,Tiglio,10-04-2023,105,60-120
53496,Gragnanella,Borgo a Mozzano,10-04-2023,68,60-120
53707,Gragnanella,Pescaglia,10-04-2023,130,120+
53787,Gragnanella,Lucca,10-04-2023,122,120+
53788,Gragnanella,Lucca,10-04-2023,137,120+
53898,Cerretoli,Camporgiano,10-04-2023,76,60-120
53899,Cerretoli,Camporgiano,10-04-2023,56,30-60
53989,Cerretoli,Careggine,10-04-2023,15,0-30
54170,Cerretoli,Palleroso,10-04-2023,87,60-120
54276,Cerretoli,Monterotondo,10-04-2023,65,60-120
54287,Cerretoli,Monterotondo,10-04-2023,67,60-120
54661,Cerretoli,Metello,10-04-2023,17,0-30
54757,Cerretoli,Rontano,10-04-2023,44,30-60
54840,Cerretoli,Castiglione di Garfagnana,10-04-2023,66,60-120
54841,Cerretoli,Castiglione di Garfagnana,10-04-2023,92,60-120
54858,Cerretoli,Castiglione di Garfagnana,10-04-2023,97,60-120
54936,Cerretoli,Fabbriche di Vergemoli,10-04-2023,120,120+
54959,Cerretoli,Fabbriche di Vergemoli,10-04-2023,261,120+
55033,Cerretoli,Fosciandora,10-04-2023,75,60-120
