,fromPlaceName,toPlaceName,date,duration,interval
37,Borgo a Mozzano,Coreglia Antelminelli,10-04-2023,458,120+
139,Borgo a Mozzano,Pescaglia,10-04-2023,79,60-120
228,Borgo a Mozzano,Lucca,10-04-2023,53,30-60
229,Borgo a Mozzano,Lucca,10-04-2023,49,30-60
252,Borgo a Mozzano,Lucca,09-07-2023,53,30-60
253,Borgo a Mozzano,Lucca,09-07-2023,52,30-60
331,Borgo a Mozzano,Camporgiano,10-04-2023,66,60-120
349,Borgo a Mozzano,Camporgiano,09-07-2023,73,60-120
355,Borgo a Mozzano,Camporgiano,09-07-2023,66,60-120
484,Borgo a Mozzano,Castelnuovo di Garfagnana,10-01-2023,54,30-60
498,Borgo a Mozzano,Castelnuovo di Garfagnana,10-01-2023,61,60-120
523,Borgo a Mozzano,Castelnuovo di Garfagnana,10-04-2023,61,60-120
524,Borgo a Mozzano,Castelnuovo di Garfagnana,10-04-2023,57,30-60
541,Borgo a Mozzano,Castelnuovo di Garfagnana,09-07-2023,64,60-120
547,Borgo a Mozzano,Castelnuovo di Garfagnana,09-07-2023,61,60-120
714,Borgo a Mozzano,Monterotondo,10-04-2023,72,60-120
796,Borgo a Mozzano,Antisciana,10-04-2023,81,60-120
810,Borgo a Mozzano,Antisciana,10-04-2023,76,60-120
811,Borgo a Mozzano,Antisciana,10-04-2023,83,60-120
812,Borgo a Mozzano,Antisciana,10-04-2023,63,60-120
890,Borgo a Mozzano,Gragnanella,10-04-2023,90,60-120
906,Borgo a Mozzano,Gragnanella,10-04-2023,91,60-120
907,Borgo a Mozzano,Gragnanella,10-04-2023,94,60-120
908,Borgo a Mozzano,Gragnanella,10-04-2023,68,60-120
988,Borgo a Mozzano,Cerretoli,10-04-2023,110,60-120
1002,Borgo a Mozzano,Cerretoli,10-04-2023,92,60-120
1003,Borgo a Mozzano,Cerretoli,10-04-2023,101,60-120
1084,Borgo a Mozzano,Colle,10-04-2023,110,60-120
1272,Borgo a Mozzano,Rontano,10-04-2023,121,120+
1369,Borgo a Mozzano,Castiglione di Garfagnana,10-04-2023,111,60-120
1372,Borgo a Mozzano,Castiglione di Garfagnana,10-04-2023,461,120+
1556,Borgo a Mozzano,Fosciandora,10-01-2023,91,60-120
1650,Borgo a Mozzano,Gallicano,10-01-2023,55,30-60
1693,Borgo a Mozzano,Gallicano,09-07-2023,54,30-60
1699,Borgo a Mozzano,Gallicano,09-07-2023,55,30-60
1700,Borgo a Mozzano,Gallicano,09-07-2023,50,30-60
1763,Borgo a Mozzano,Minucciano,10-04-2023,131,120+
1867,Borgo a Mozzano,Molazzana,10-04-2023,75,60-120
1929,Borgo a Mozzano,Piazza al Serchio,10-01-2023,78,60-120
1953,Borgo a Mozzano,Piazza al Serchio,10-04-2023,78,60-120
1957,Borgo a Mozzano,Piazza al Serchio,10-04-2023,76,60-120
1958,Borgo a Mozzano,Piazza al Serchio,10-04-2023,71,60-120
1964,Borgo a Mozzano,Piazza al Serchio,10-04-2023,69,60-120
1981,Borgo a Mozzano,Piazza al Serchio,09-07-2023,76,60-120
1982,Borgo a Mozzano,Piazza al Serchio,09-07-2023,71,60-120
1988,Borgo a Mozzano,Piazza al Serchio,09-07-2023,69,60-120
2041,Borgo a Mozzano,Borsigliana,10-04-2023,121,120+
2058,Borgo a Mozzano,Borsigliana,10-04-2023,95,60-120
2059,Borgo a Mozzano,Borsigliana,10-04-2023,133,120+
2137,Borgo a Mozzano,Cogna,10-04-2023,117,60-120
2217,Borgo a Mozzano,Colognola,10-01-2023,101,60-120
2241,Borgo a Mozzano,Colognola,10-04-2023,101,60-120
2252,Borgo a Mozzano,Colognola,10-04-2023,91,60-120
2269,Borgo a Mozzano,Colognola,09-07-2023,98,60-120
2270,Borgo a Mozzano,Colognola,09-07-2023,93,60-120
2276,Borgo a Mozzano,Colognola,09-07-2023,91,60-120
2313,Borgo a Mozzano,Cortia,10-01-2023,112,60-120
2337,Borgo a Mozzano,Cortia,10-04-2023,112,60-120
2341,Borgo a Mozzano,Cortia,10-04-2023,106,60-120
2365,Borgo a Mozzano,Cortia,09-07-2023,109,60-120
2366,Borgo a Mozzano,Cortia,09-07-2023,104,60-120
2372,Borgo a Mozzano,Cortia,09-07-2023,102,60-120
2409,Borgo a Mozzano,Gragnana,10-01-2023,109,60-120
2433,Borgo a Mozzano,Gragnana,10-04-2023,109,60-120
2444,Borgo a Mozzano,Gragnana,10-04-2023,99,60-120
2461,Borgo a Mozzano,Gragnana,09-07-2023,106,60-120
2462,Borgo a Mozzano,Gragnana,09-07-2023,101,60-120
2468,Borgo a Mozzano,Gragnana,09-07-2023,99,60-120
2521,Borgo a Mozzano,Livignano,10-04-2023,118,60-120
2538,Borgo a Mozzano,Livignano,10-04-2023,90,60-120
2539,Borgo a Mozzano,Livignano,10-04-2023,128,120+
2601,Borgo a Mozzano,Nicciano,10-01-2023,105,60-120
2625,Borgo a Mozzano,Nicciano,10-04-2023,105,60-120
2629,Borgo a Mozzano,Nicciano,10-04-2023,101,60-120
2630,Borgo a Mozzano,Nicciano,10-04-2023,98,60-120
2653,Borgo a Mozzano,Nicciano,09-07-2023,103,60-120
2654,Borgo a Mozzano,Nicciano,09-07-2023,98,60-120
2660,Borgo a Mozzano,Nicciano,09-07-2023,96,60-120
2692,Borgo a Mozzano,Petrognano,10-01-2023,91,60-120
2706,Borgo a Mozzano,Petrognano,10-01-2023,95,60-120
2732,Borgo a Mozzano,Petrognano,10-04-2023,74,60-120
2749,Borgo a Mozzano,Petrognano,09-07-2023,101,60-120
2750,Borgo a Mozzano,Petrognano,09-07-2023,96,60-120
2756,Borgo a Mozzano,Petrognano,09-07-2023,94,60-120
2898,Borgo a Mozzano,San Donnino,10-01-2023,85,60-120
2941,Borgo a Mozzano,San Donnino,09-07-2023,91,60-120
2942,Borgo a Mozzano,San Donnino,09-07-2023,86,60-120
2948,Borgo a Mozzano,San Donnino,09-07-2023,84,60-120
2985,Borgo a Mozzano,San Michele,10-01-2023,91,60-120
3009,Borgo a Mozzano,San Michele,10-04-2023,91,60-120
3013,Borgo a Mozzano,San Michele,10-04-2023,88,60-120
3014,Borgo a Mozzano,San Michele,10-04-2023,83,60-120
3020,Borgo a Mozzano,San Michele,10-04-2023,81,60-120
3037,Borgo a Mozzano,San Michele,09-07-2023,88,60-120
3038,Borgo a Mozzano,San Michele,09-07-2023,83,60-120
3044,Borgo a Mozzano,San Michele,09-07-2023,81,60-120
3110,Borgo a Mozzano,Sant'Anastasio,10-04-2023,107,60-120
3133,Borgo a Mozzano,Sant'Anastasio,09-07-2023,112,60-120
3134,Borgo a Mozzano,Sant'Anastasio,09-07-2023,107,60-120
3140,Borgo a Mozzano,Sant'Anastasio,09-07-2023,105,60-120
3193,Borgo a Mozzano,Vergnano,10-04-2023,103,60-120
3210,Borgo a Mozzano,Vergnano,10-04-2023,106,60-120
3211,Borgo a Mozzano,Vergnano,10-04-2023,117,60-120
3403,Borgo a Mozzano,San Romano in Garfagnana,10-04-2023,96,60-120
3421,Borgo a Mozzano,San Romano in Garfagnana,09-07-2023,103,60-120
3427,Borgo a Mozzano,San Romano in Garfagnana,09-07-2023,96,60-120
3481,Borgo a Mozzano,Sillano Giuncugnano,10-04-2023,110,60-120
3493,Borgo a Mozzano,Sillano Giuncugnano,10-04-2023,120,120+
3499,Borgo a Mozzano,Sillano Giuncugnano,10-04-2023,122,120+
3580,Borgo a Mozzano,Villa Collemandina,10-04-2023,483,120+
3594,Borgo a Mozzano,Villa Collemandina,10-04-2023,163,120+
3595,Borgo a Mozzano,Villa Collemandina,10-04-2023,95,60-120
3657,Borgo a Mozzano,Bagni di Lucca,10-01-2023,65,60-120
3781,Borgo a Mozzano,Barga,10-04-2023,44,30-60
3858,Borgo a Mozzano,Albiano,10-01-2023,99,60-120
3866,Borgo a Mozzano,Albiano,10-04-2023,59,30-60
3877,Borgo a Mozzano,Albiano,10-04-2023,63,60-120
3906,Borgo a Mozzano,Albiano,09-07-2023,93,60-120
3940,Borgo a Mozzano,Castelvecchio Pascoli,10-01-2023,60,60-120
3954,Borgo a Mozzano,Castelvecchio Pascoli,10-01-2023,72,60-120
4002,Borgo a Mozzano,Castelvecchio Pascoli,09-07-2023,66,60-120
4003,Borgo a Mozzano,Castelvecchio Pascoli,09-07-2023,76,60-120
4050,Borgo a Mozzano,Filecchio,10-01-2023,68,60-120
4093,Borgo a Mozzano,Filecchio,09-07-2023,62,60-120
4137,Borgo a Mozzano,Fornaci di Barga,10-01-2023,41,30-60
4146,Borgo a Mozzano,Fornaci di Barga,10-01-2023,39,30-60
4161,Borgo a Mozzano,Fornaci di Barga,10-04-2023,41,30-60
4189,Borgo a Mozzano,Fornaci di Barga,09-07-2023,33,30-60
4233,Borgo a Mozzano,Loppia,10-01-2023,59,30-60
4242,Borgo a Mozzano,Loppia,10-01-2023,58,30-60
4257,Borgo a Mozzano,Loppia,10-04-2023,59,30-60
4266,Borgo a Mozzano,Loppia,10-04-2023,43,30-60
4269,Borgo a Mozzano,Loppia,10-04-2023,47,30-60
4285,Borgo a Mozzano,Loppia,09-07-2023,52,30-60
4329,Borgo a Mozzano,Mologno,10-01-2023,51,30-60
4338,Borgo a Mozzano,Mologno,10-01-2023,38,30-60
4353,Borgo a Mozzano,Mologno,10-04-2023,51,30-60
4357,Borgo a Mozzano,Mologno,10-04-2023,37,30-60
4363,Borgo a Mozzano,Mologno,10-04-2023,34,30-60
4381,Borgo a Mozzano,Mologno,09-07-2023,37,30-60
4387,Borgo a Mozzano,Mologno,09-07-2023,38,30-60
4388,Borgo a Mozzano,Mologno,09-07-2023,33,30-60
4425,Borgo a Mozzano,Ponte all'Ania,10-01-2023,50,30-60
4434,Borgo a Mozzano,Ponte all'Ania,10-01-2023,52,30-60
4449,Borgo a Mozzano,Ponte all'Ania,10-04-2023,50,30-60
4477,Borgo a Mozzano,Ponte all'Ania,09-07-2023,46,30-60
4617,Borgo a Mozzano,San Pietro in Campo,10-01-2023,60,60-120
4626,Borgo a Mozzano,San Pietro in Campo,10-01-2023,58,30-60
4641,Borgo a Mozzano,San Pietro in Campo,10-04-2023,60,60-120
4645,Borgo a Mozzano,San Pietro in Campo,10-04-2023,45,30-60
4651,Borgo a Mozzano,San Pietro in Campo,10-04-2023,54,30-60
4669,Borgo a Mozzano,San Pietro in Campo,09-07-2023,57,30-60
4675,Borgo a Mozzano,San Pietro in Campo,09-07-2023,58,30-60
4676,Borgo a Mozzano,San Pietro in Campo,09-07-2023,53,30-60
4731,Borgo a Mozzano,Sommocolonia,10-04-2023,104,60-120
4741,Borgo a Mozzano,Sommocolonia,10-04-2023,88,60-120
4747,Borgo a Mozzano,Sommocolonia,10-04-2023,94,60-120
4748,Borgo a Mozzano,Sommocolonia,10-04-2023,92,60-120
4749,Borgo a Mozzano,Sommocolonia,10-04-2023,77,60-120
9836,Pescaglia,Borgo a Mozzano,10-04-2023,79,60-120
10012,Pescaglia,Lucca,10-04-2023,261,120+
10028,Pescaglia,Lucca,10-04-2023,99,60-120
10105,Pescaglia,Camporgiano,10-04-2023,132,120+
10108,Pescaglia,Camporgiano,10-04-2023,311,120+
10300,Pescaglia,Castelnuovo di Garfagnana,10-04-2023,307,120+
10316,Pescaglia,Castelnuovo di Garfagnana,10-04-2023,122,120+
10412,Pescaglia,Palleroso,10-04-2023,148,120+
10492,Pescaglia,Monterotondo,10-04-2023,343,120+
10508,Pescaglia,Monterotondo,10-04-2023,142,120+
10588,Pescaglia,Antisciana,10-04-2023,341,120+
10604,Pescaglia,Antisciana,10-04-2023,153,120+
10684,Pescaglia,Gragnanella,10-04-2023,349,120+
10700,Pescaglia,Gragnanella,10-04-2023,180,120+
10796,Pescaglia,Cerretoli,10-04-2023,219,120+
10876,Pescaglia,Colle,10-04-2023,370,120+
10892,Pescaglia,Colle,10-04-2023,218,120+
10972,Pescaglia,Metello,10-04-2023,832,120+
11161,Pescaglia,Castiglione di Garfagnana,10-04-2023,195,120+
11275,Pescaglia,Fabbriche di Vergemoli,10-04-2023,114,60-120
11372,Pescaglia,Fosciandora,10-04-2023,127,120+
11468,Pescaglia,Gallicano,10-04-2023,104,60-120
11545,Pescaglia,Minucciano,10-04-2023,258,120+
11641,Pescaglia,Molazzana,10-04-2023,152,120+
11644,Pescaglia,Molazzana,10-04-2023,362,120+
11737,Pescaglia,Piazza al Serchio,10-04-2023,139,120+
11740,Pescaglia,Piazza al Serchio,10-04-2023,318,120+
11833,Pescaglia,Borsigliana,10-04-2023,260,120+
11929,Pescaglia,Cogna,10-04-2023,255,120+
12025,Pescaglia,Colognola,10-04-2023,162,120+
12028,Pescaglia,Colognola,10-04-2023,341,120+
12121,Pescaglia,Cortia,10-04-2023,173,120+
12124,Pescaglia,Cortia,10-04-2023,352,120+
12217,Pescaglia,Gragnana,10-04-2023,170,120+
12220,Pescaglia,Gragnana,10-04-2023,349,120+
12313,Pescaglia,Livignano,10-04-2023,257,120+
12409,Pescaglia,Nicciano,10-04-2023,166,120+
12412,Pescaglia,Nicciano,10-04-2023,345,120+
12505,Pescaglia,Petrognano,10-04-2023,165,120+
12508,Pescaglia,Petrognano,10-04-2023,344,120+
12604,Pescaglia,Petrognola,10-04-2023,398,120+
12697,Pescaglia,San Donnino,10-04-2023,155,120+
12700,Pescaglia,San Donnino,10-04-2023,334,120+
12793,Pescaglia,San Michele,10-04-2023,152,120+
12796,Pescaglia,San Michele,10-04-2023,331,120+
12889,Pescaglia,Sant'Anastasio,10-04-2023,176,120+
12892,Pescaglia,Sant'Anastasio,10-04-2023,355,120+
12985,Pescaglia,Vergnano,10-04-2023,242,120+
13177,Pescaglia,San Romano in Garfagnana,10-04-2023,163,120+
13273,Pescaglia,Sillano Giuncugnano,10-04-2023,247,120+
13388,Pescaglia,Villa Collemandina,10-04-2023,207,120+
13465,Pescaglia,Bagni di Lucca,10-04-2023,103,60-120
13468,Pescaglia,Bagni di Lucca,10-04-2023,290,120+
13580,Pescaglia,Barga,10-04-2023,100,60-120
13676,Pescaglia,Albiano,10-04-2023,120,120+
13772,Pescaglia,Castelvecchio Pascoli,10-04-2023,107,60-120
13868,Pescaglia,Filecchio,10-04-2023,107,60-120
13964,Pescaglia,Fornaci di Barga,10-04-2023,90,60-120
14060,Pescaglia,Loppia,10-04-2023,108,60-120
14140,Pescaglia,Mologno,10-04-2023,284,120+
14156,Pescaglia,Mologno,10-04-2023,93,60-120
14252,Pescaglia,Ponte all'Ania,10-04-2023,87,60-120
14444,Pescaglia,San Pietro in Campo,10-04-2023,114,60-120
14540,Pescaglia,Sommocolonia,10-04-2023,141,120+
14705,Lucca,Borgo a Mozzano,10-01-2023,50,30-60
14729,Lucca,Borgo a Mozzano,10-04-2023,42,30-60
14753,Lucca,Borgo a Mozzano,09-07-2023,42,30-60
14904,Lucca,Pescaglia,10-04-2023,61,60-120
14905,Lucca,Pescaglia,10-04-2023,57,30-60
14993,Lucca,Camporgiano,10-01-2023,101,60-120
15012,Lucca,Camporgiano,10-04-2023,99,60-120
15036,Lucca,Camporgiano,09-07-2023,99,60-120
15185,Lucca,Castelnuovo di Garfagnana,10-01-2023,96,60-120
15192,Lucca,Castelnuovo di Garfagnana,10-04-2023,86,60-120
15195,Lucca,Castelnuovo di Garfagnana,10-04-2023,88,60-120
15204,Lucca,Castelnuovo di Garfagnana,10-04-2023,90,60-120
15219,Lucca,Castelnuovo di Garfagnana,09-07-2023,88,60-120
15228,Lucca,Castelnuovo di Garfagnana,09-07-2023,90,60-120
15300,Lucca,Palleroso,10-04-2023,112,60-120
15306,Lucca,Palleroso,10-04-2023,144,120+
15396,Lucca,Monterotondo,10-04-2023,124,120+
15402,Lucca,Monterotondo,10-04-2023,109,60-120
15480,Lucca,Antisciana,10-04-2023,107,60-120
15481,Lucca,Antisciana,10-04-2023,113,60-120
15492,Lucca,Antisciana,10-04-2023,127,120+
15498,Lucca,Antisciana,10-04-2023,112,60-120
15576,Lucca,Gragnanella,10-04-2023,115,60-120
15577,Lucca,Gragnanella,10-04-2023,127,120+
15588,Lucca,Gragnanella,10-04-2023,134,120+
15594,Lucca,Gragnanella,10-04-2023,139,120+
15672,Lucca,Cerretoli,10-04-2023,135,120+
15675,Lucca,Cerretoli,10-04-2023,138,120+
15684,Lucca,Cerretoli,10-04-2023,152,120+
15690,Lucca,Cerretoli,10-04-2023,127,120+
15768,Lucca,Colle,10-04-2023,137,120+
15785,Lucca,Colle,10-04-2023,161,120+
15963,Lucca,Rontano,10-04-2023,204,120+
15978,Lucca,Rontano,10-04-2023,193,120+
16056,Lucca,Castiglione di Garfagnana,10-04-2023,146,120+
16248,Lucca,Fosciandora,10-04-2023,98,60-120
16249,Lucca,Fosciandora,10-04-2023,109,60-120
16265,Lucca,Fosciandora,10-04-2023,108,60-120
16266,Lucca,Fosciandora,10-04-2023,139,120+
16337,Lucca,Gallicano,10-01-2023,91,60-120
16344,Lucca,Gallicano,10-04-2023,68,60-120
16356,Lucca,Gallicano,10-04-2023,81,60-120
16362,Lucca,Gallicano,10-04-2023,79,60-120
16371,Lucca,Gallicano,09-07-2023,83,60-120
16457,Lucca,Minucciano,10-04-2023,218,120+
16553,Lucca,Molazzana,10-04-2023,114,60-120
16554,Lucca,Molazzana,10-04-2023,168,120+
16555,Lucca,Molazzana,10-04-2023,103,60-120
16625,Lucca,Piazza al Serchio,10-01-2023,105,60-120
16644,Lucca,Piazza al Serchio,10-04-2023,102,60-120
16668,Lucca,Piazza al Serchio,09-07-2023,102,60-120
16740,Lucca,Borsigliana,10-04-2023,162,120+
16746,Lucca,Borsigliana,10-04-2023,159,120+
16841,Lucca,Cogna,10-04-2023,174,120+
16842,Lucca,Cogna,10-04-2023,154,120+
16913,Lucca,Colognola,10-01-2023,127,120+
16956,Lucca,Colognola,09-07-2023,124,120+
17009,Lucca,Cortia,10-01-2023,138,120+
17028,Lucca,Cortia,10-04-2023,133,120+
17034,Lucca,Cortia,10-04-2023,129,120+
17052,Lucca,Cortia,09-07-2023,135,120+
17105,Lucca,Gragnana,10-01-2023,135,120+
17129,Lucca,Gragnana,10-04-2023,128,120+
17148,Lucca,Gragnana,09-07-2023,132,120+
17220,Lucca,Livignano,10-04-2023,161,120+
17226,Lucca,Livignano,10-04-2023,154,120+
17297,Lucca,Nicciano,10-01-2023,132,120+
17316,Lucca,Nicciano,10-04-2023,127,120+
17322,Lucca,Nicciano,10-04-2023,123,120+
17340,Lucca,Nicciano,09-07-2023,129,120+
17393,Lucca,Petrognano,10-01-2023,130,120+
17412,Lucca,Petrognano,10-04-2023,127,120+
17418,Lucca,Petrognano,10-04-2023,119,60-120
17436,Lucca,Petrognano,09-07-2023,127,120+
17513,Lucca,Petrognola,10-04-2023,160,120+
17514,Lucca,Petrognola,10-04-2023,143,120+
17585,Lucca,San Donnino,10-01-2023,120,120+
17604,Lucca,San Donnino,10-04-2023,117,60-120
17610,Lucca,San Donnino,10-04-2023,111,60-120
17628,Lucca,San Donnino,09-07-2023,117,60-120
17681,Lucca,San Michele,10-01-2023,117,60-120
17700,Lucca,San Michele,10-04-2023,114,60-120
17724,Lucca,San Michele,09-07-2023,114,60-120
17777,Lucca,Sant'Anastasio,10-01-2023,142,120+
17784,Lucca,Sant'Anastasio,10-04-2023,134,120+
17796,Lucca,Sant'Anastasio,10-04-2023,139,120+
17802,Lucca,Sant'Anastasio,10-04-2023,133,120+
17820,Lucca,Sant'Anastasio,09-07-2023,139,120+
17892,Lucca,Vergnano,10-04-2023,144,120+
17898,Lucca,Vergnano,10-04-2023,143,120+
17994,Lucca,Pieve Fosciana,10-04-2023,191,120+
18065,Lucca,San Romano in Garfagnana,10-01-2023,131,120+
18084,Lucca,San Romano in Garfagnana,10-04-2023,129,120+
18090,Lucca,San Romano in Garfagnana,10-04-2023,123,120+
18108,Lucca,San Romano in Garfagnana,09-07-2023,129,120+
18180,Lucca,Sillano Giuncugnano,10-04-2023,147,120+
18186,Lucca,Sillano Giuncugnano,10-04-2023,148,120+
18347,Lucca,Bagni di Lucca,10-01-2023,65,60-120
18358,Lucca,Bagni di Lucca,10-01-2023,66,60-120
18401,Lucca,Bagni di Lucca,09-07-2023,65,60-120
18463,Lucca,Barga,10-04-2023,132,120+
18468,Lucca,Barga,10-04-2023,79,60-120
18545,Lucca,Albiano,10-01-2023,134,120+
18564,Lucca,Albiano,10-04-2023,103,60-120
18571,Lucca,Albiano,10-04-2023,96,60-120
18593,Lucca,Albiano,09-07-2023,120,120+
18641,Lucca,Castelvecchio Pascoli,10-01-2023,107,60-120
18651,Lucca,Castelvecchio Pascoli,10-04-2023,86,60-120
18665,Lucca,Castelvecchio Pascoli,10-04-2023,89,60-120
18666,Lucca,Castelvecchio Pascoli,10-04-2023,102,60-120
18667,Lucca,Castelvecchio Pascoli,10-04-2023,83,60-120
18689,Lucca,Castelvecchio Pascoli,09-07-2023,93,60-120
18737,Lucca,Filecchio,10-01-2023,103,60-120
18744,Lucca,Filecchio,10-04-2023,71,60-120
18756,Lucca,Filecchio,10-04-2023,88,60-120
18833,Lucca,Fornaci di Barga,10-01-2023,74,60-120
18858,Lucca,Fornaci di Barga,10-04-2023,60,60-120
18929,Lucca,Loppia,10-01-2023,93,60-120
18948,Lucca,Loppia,10-04-2023,78,60-120
19025,Lucca,Mologno,10-01-2023,73,60-120
19032,Lucca,Mologno,10-04-2023,61,60-120
19035,Lucca,Mologno,10-04-2023,65,60-120
19050,Lucca,Mologno,10-04-2023,64,60-120
19059,Lucca,Mologno,09-07-2023,65,60-120
19121,Lucca,Ponte all'Ania,10-01-2023,87,60-120
19241,Lucca,Renaio,10-04-2023,227,120+
19313,Lucca,San Pietro in Campo,10-01-2023,93,60-120
19323,Lucca,San Pietro in Campo,10-04-2023,85,60-120
19332,Lucca,San Pietro in Campo,10-04-2023,83,60-120
19338,Lucca,San Pietro in Campo,10-04-2023,84,60-120
19347,Lucca,San Pietro in Campo,09-07-2023,85,60-120
19433,Lucca,Sommocolonia,10-04-2023,122,120+
19434,Lucca,Sommocolonia,10-04-2023,129,120+
19435,Lucca,Sommocolonia,10-04-2023,117,60-120
19529,Lucca,Tiglio,10-04-2023,217,120+
19620,Camporgiano,Careggine,10-04-2023,109,60-120
19698,Camporgiano,Castelnuovo di Garfagnana,10-01-2023,36,30-60
19739,Camporgiano,Castelnuovo di Garfagnana,09-07-2023,37,30-60
19800,Camporgiano,Palleroso,10-04-2023,59,30-60
20388,Camporgiano,Metello,10-04-2023,111,60-120
20489,Camporgiano,Rontano,10-04-2023,110,60-120
20586,Camporgiano,Castiglione di Garfagnana,10-04-2023,72,60-120
20587,Camporgiano,Castiglione di Garfagnana,10-04-2023,54,30-60
20754,Camporgiano,Fosciandora,10-01-2023,54,30-60
20778,Camporgiano,Fosciandora,10-04-2023,68,60-120
20864,Camporgiano,Gallicano,10-04-2023,54,30-60
20893,Camporgiano,Gallicano,09-07-2023,56,30-60
20894,Camporgiano,Gallicano,09-07-2023,55,30-60
20952,Camporgiano,Minucciano,10-04-2023,78,60-120
20965,Camporgiano,Minucciano,10-04-2023,60,60-120
21056,Camporgiano,Molazzana,10-04-2023,120,120+
21065,Camporgiano,Molazzana,10-04-2023,88,60-120
21066,Camporgiano,Molazzana,10-04-2023,89,60-120
21355,Camporgiano,Cogna,10-04-2023,76,60-120
21356,Camporgiano,Cogna,10-04-2023,67,60-120
21454,Camporgiano,Colognola,10-04-2023,39,30-60
21541,Camporgiano,Cortia,10-04-2023,50,30-60
21646,Camporgiano,Gragnana,10-04-2023,43,30-60
22411,Camporgiano,Vergnano,10-04-2023,60,60-120
22412,Camporgiano,Vergnano,10-04-2023,51,30-60
22602,Camporgiano,San Romano in Garfagnana,10-04-2023,36,30-60
22603,Camporgiano,San Romano in Garfagnana,10-04-2023,35,30-60
22699,Camporgiano,Sillano Giuncugnano,10-04-2023,66,60-120
22700,Camporgiano,Sillano Giuncugnano,10-04-2023,54,30-60
22794,Camporgiano,Villa Collemandina,10-04-2023,104,60-120
22795,Camporgiano,Villa Collemandina,10-04-2023,85,60-120
22884,Camporgiano,Bagni di Lucca,10-04-2023,81,60-120
22907,Camporgiano,Bagni di Lucca,09-07-2023,77,60-120
22909,Camporgiano,Bagni di Lucca,09-07-2023,79,60-120
22910,Camporgiano,Bagni di Lucca,09-07-2023,76,60-120
22970,Camporgiano,Barga,10-04-2023,61,60-120
22981,Camporgiano,Barga,10-04-2023,59,30-60
23051,Camporgiano,Albiano,10-01-2023,182,120+
23067,Camporgiano,Albiano,10-04-2023,91,60-120
23101,Camporgiano,Albiano,09-07-2023,74,60-120
23177,Camporgiano,Castelvecchio Pascoli,10-04-2023,46,30-60
23178,Camporgiano,Castelvecchio Pascoli,10-04-2023,43,30-60
23197,Camporgiano,Castelvecchio Pascoli,09-07-2023,47,30-60
23293,Camporgiano,Filecchio,09-07-2023,79,60-120
23294,Camporgiano,Filecchio,09-07-2023,77,60-120
23389,Camporgiano,Fornaci di Barga,09-07-2023,50,30-60
23390,Camporgiano,Fornaci di Barga,09-07-2023,48,30-60
23471,Camporgiano,Loppia,10-04-2023,74,60-120
23485,Camporgiano,Loppia,09-07-2023,68,60-120
23486,Camporgiano,Loppia,09-07-2023,66,60-120
23531,Camporgiano,Mologno,10-01-2023,41,30-60
23567,Camporgiano,Mologno,10-04-2023,49,30-60
23581,Camporgiano,Mologno,09-07-2023,39,30-60
23582,Camporgiano,Mologno,09-07-2023,38,30-60
23663,Camporgiano,Ponte all'Ania,10-04-2023,65,60-120
23677,Camporgiano,Ponte all'Ania,09-07-2023,62,60-120
23678,Camporgiano,Ponte all'Ania,09-07-2023,60,60-120
23754,Camporgiano,Renaio,10-04-2023,148,120+
23835,Camporgiano,San Pietro in Campo,10-04-2023,50,30-60
23849,Camporgiano,San Pietro in Campo,10-04-2023,47,30-60
23850,Camporgiano,San Pietro in Campo,10-04-2023,51,30-60
23869,Camporgiano,San Pietro in Campo,09-07-2023,55,30-60
23928,Camporgiano,Sommocolonia,10-04-2023,90,60-120
23941,Camporgiano,Sommocolonia,10-04-2023,98,60-120
24024,Camporgiano,Tiglio,10-04-2023,187,120+
24114,Camporgiano,Borgo a Mozzano,10-01-2023,66,60-120
24131,Camporgiano,Borgo a Mozzano,10-04-2023,64,60-120
24155,Camporgiano,Borgo a Mozzano,09-07-2023,64,60-120
24157,Camporgiano,Borgo a Mozzano,09-07-2023,65,60-120
24328,Camporgiano,Pescaglia,10-04-2023,206,120+
24420,Camporgiano,Lucca,10-04-2023,109,60-120
24421,Camporgiano,Lucca,10-04-2023,97,60-120
24434,Camporgiano,Lucca,09-07-2023,95,60-120
24445,Camporgiano,Lucca,09-07-2023,97,60-120
24810,Careggine,Monterotondo,10-04-2023,61,60-120
24906,Careggine,Antisciana,10-04-2023,41,30-60
25002,Careggine,Gragnanella,10-04-2023,39,30-60
25098,Careggine,Cerretoli,10-04-2023,16,0-30
25194,Careggine,Colle,10-04-2023,15,0-30
25290,Careggine,Metello,10-04-2023,19,0-30
25674,Careggine,Fosciandora,10-04-2023,89,60-120
25770,Careggine,Gallicano,10-04-2023,70,60-120
25866,Careggine,Minucciano,10-04-2023,359,120+
25957,Careggine,Molazzana,10-04-2023,105,60-120
26058,Careggine,Piazza al Serchio,10-04-2023,136,120+
26154,Careggine,Borsigliana,10-04-2023,344,120+
26346,Careggine,Colognola,10-04-2023,159,120+
26442,Careggine,Cortia,10-04-2023,170,120+
26538,Careggine,Gragnana,10-04-2023,167,120+
26617,Careggine,Livignano,10-04-2023,273,120+
26730,Careggine,Nicciano,10-04-2023,163,120+
26826,Careggine,Petrognano,10-04-2023,127,120+
26922,Careggine,Petrognola,10-04-2023,172,120+
27018,Careggine,San Donnino,10-04-2023,140,120+
