service_id,date,exception_type
"4493_482299","20231205","1"
"4493_482299","20231206","1"
"4493_482299","20231207","1"
"4493_482299","20231209","1"
"4493_482299","20231211","1"
"4493_482299","20231212","1"
"4493_482299","20231213","1"
"4493_482299","20231214","1"
"4493_482299","20231215","1"
"4493_482299","20231216","1"
"4493_482299","20231218","1"
"4493_482299","20231219","1"
"4493_482299","20231220","1"
"4493_482299","20231221","1"
"4493_482299","20231222","1"
"4493_482299","20231223","1"
"4493_482299","20231227","1"
"4493_482299","20231228","1"
"4493_482299","20231229","1"
"4493_482299","20231230","1"
"4493_482300","20230915","1"
"4493_482300","20230916","1"
"4493_482300","20230918","1"
"4493_482300","20230919","1"
"4493_482300","20230920","1"
"4493_482300","20230921","1"
"4493_482300","20230922","1"
"4493_482300","20230923","1"
"4493_482300","20230925","1"
"4493_482300","20230926","1"
"4493_482300","20230927","1"
"4493_482300","20230928","1"
"4493_482300","20230929","1"
"4493_482300","20230930","1"
"4493_482300","20231002","1"
"4493_482300","20231003","1"
"4493_482300","20231004","1"
"4493_482300","20231005","1"
"4493_482300","20231006","1"
"4493_482300","20231007","1"
"4493_482300","20231009","1"
"4493_482300","20231010","1"
"4493_482300","20231011","1"
"4493_482300","20231012","1"
"4493_482300","20231013","1"
"4493_482300","20231014","1"
"4493_482300","20231016","1"
"4493_482300","20231017","1"
"4493_482300","20231018","1"
"4493_482300","20231019","1"
"4493_482300","20231020","1"
"4493_482300","20231021","1"
"4493_482300","20231023","1"
"4493_482300","20231024","1"
"4493_482300","20231025","1"
"4493_482300","20231026","1"
"4493_482300","20231027","1"
"4493_482300","20231028","1"
"4493_482300","20231030","1"
"4493_482300","20231031","1"
"4493_482300","20231102","1"
"4493_482300","20231103","1"
"4493_482300","20231104","1"
"4493_482300","20231106","1"
"4493_482300","20231107","1"
"4493_482300","20231108","1"
"4493_482300","20231109","1"
"4493_482300","20231110","1"
"4493_482300","20231111","1"
"4493_482300","20231113","1"
"4493_482300","20231114","1"
"4493_482300","20231115","1"
"4493_482300","20231116","1"
"4493_482300","20231117","1"
"4493_482300","20231118","1"
"4493_482300","20231120","1"
"4493_482300","20231121","1"
"4493_482300","20231122","1"
"4493_482300","20231123","1"
"4493_482300","20231124","1"
"4493_482300","20231125","1"
"4493_482300","20231127","1"
"4493_482300","20231128","1"
"4493_482300","20231129","1"
"4493_482300","20231130","1"
"4493_482300","20231201","1"
"4493_482300","20231202","1"
"4493_482300","20231204","1"
"4493_482300","20231205","1"
"4493_482300","20231206","1"
"4493_482300","20231207","1"
"4493_482300","20231209","1"
"4493_482300","20231211","1"
"4493_482300","20231212","1"
"4493_482300","20231213","1"
"4493_482300","20231214","1"
"4493_482300","20231215","1"
"4493_482300","20231216","1"
"4493_482300","20231218","1"
"4493_482300","20231219","1"
"4493_482300","20231220","1"
"4493_482300","20231221","1"
"4493_482300","20231222","1"
"4493_482300","20231223","1"
"4493_482301","20230915","1"
"4493_482301","20230916","1"
"4493_482301","20230918","1"
"4493_482301","20230919","1"
"4493_482301","20230920","1"
"4493_482301","20230921","1"
"4493_482301","20230922","1"
"4493_482301","20230923","1"
"4493_482301","20230925","1"
"4493_482301","20230926","1"
"4493_482301","20230927","1"
"4493_482301","20230928","1"
"4493_482301","20230929","1"
"4493_482301","20230930","1"
"4493_482301","20231002","1"
"4493_482301","20231003","1"
"4493_482301","20231004","1"
"4493_482301","20231005","1"
"4493_482301","20231006","1"
"4493_482301","20231007","1"
"4493_482301","20231009","1"
"4493_482301","20231010","1"
"4493_482301","20231011","1"
"4493_482301","20231012","1"
"4493_482301","20231013","1"
"4493_482301","20231014","1"
"4493_482301","20231016","1"
"4493_482301","20231017","1"
"4493_482301","20231018","1"
"4493_482301","20231019","1"
"4493_482301","20231020","1"
"4493_482301","20231021","1"
"4493_482301","20231023","1"
"4493_482301","20231024","1"
"4493_482301","20231025","1"
"4493_482301","20231026","1"
"4493_482301","20231027","1"
"4493_482301","20231028","1"
"4493_482301","20231030","1"
"4493_482301","20231031","1"
"4493_482301","20231106","1"
"4493_482301","20231107","1"
"4493_482301","20231108","1"
"4493_482301","20231109","1"
"4493_482301","20231110","1"
"4493_482301","20231111","1"
"4493_482301","20231113","1"
"4493_482301","20231114","1"
"4493_482301","20231115","1"
"4493_482301","20231116","1"
"4493_482301","20231117","1"
"4493_482301","20231118","1"
"4493_482301","20231120","1"
"4493_482301","20231121","1"
"4493_482301","20231122","1"
"4493_482301","20231123","1"
"4493_482301","20231124","1"
"4493_482301","20231125","1"
"4493_482301","20231127","1"
"4493_482301","20231128","1"
"4493_482301","20231129","1"
"4493_482301","20231130","1"
"4493_482301","20231201","1"
"4493_482301","20231202","1"
"4493_482301","20231204","1"
"4493_482301","20231205","1"
"4493_482301","20231206","1"
"4493_482301","20231207","1"
"4493_482301","20231209","1"
"4493_482301","20231211","1"
"4493_482301","20231212","1"
"4493_482301","20231213","1"
"4493_482301","20231214","1"
"4493_482301","20231215","1"
"4493_482301","20231216","1"
"4493_482301","20231218","1"
"4493_482301","20231219","1"
"4493_482301","20231220","1"
"4493_482301","20231221","1"
"4493_482301","20231222","1"
"4493_482301","20231223","1"
"4493_482302","20230913","1"
"4493_482302","20230914","1"
"4493_482302","20231227","1"
"4493_482302","20231228","1"
"4493_482302","20231229","1"
"4493_482302","20231230","1"
"4493_482303","20231102","1"
"4493_482303","20231103","1"
"4493_482303","20231104","1"
"4493_482304","20230913","1"
"4493_482304","20230914","1"
"4493_482304","20230915","1"
"4493_482304","20230916","1"
"4493_482304","20230918","1"
"4493_482304","20230919","1"
"4493_482304","20230920","1"
"4493_482304","20230921","1"
"4493_482304","20230922","1"
"4493_482304","20230923","1"
"4493_482304","20230925","1"
"4493_482304","20230926","1"
"4493_482304","20230927","1"
"4493_482304","20230928","1"
"4493_482304","20230929","1"
"4493_482304","20230930","1"
"4493_482304","20231002","1"
"4493_482304","20231003","1"
"4493_482304","20231004","1"
"4493_482304","20231005","1"
"4493_482304","20231006","1"
"4493_482304","20231007","1"
"4493_482304","20231009","1"
"4493_482304","20231010","1"
"4493_482304","20231011","1"
"4493_482304","20231012","1"
"4493_482304","20231013","1"
"4493_482304","20231014","1"
"4493_482304","20231016","1"
"4493_482304","20231017","1"
"4493_482304","20231018","1"
"4493_482304","20231019","1"
"4493_482304","20231020","1"
"4493_482304","20231021","1"
"4493_482304","20231023","1"
"4493_482304","20231024","1"
"4493_482304","20231025","1"
"4493_482304","20231026","1"
"4493_482304","20231027","1"
"4493_482304","20231028","1"
"4493_482304","20231030","1"
"4493_482304","20231031","1"
"4493_482304","20231106","1"
"4493_482304","20231107","1"
"4493_482304","20231108","1"
"4493_482304","20231109","1"
"4493_482304","20231110","1"
"4493_482304","20231111","1"
"4493_482304","20231113","1"
"4493_482304","20231114","1"
"4493_482304","20231115","1"
"4493_482304","20231116","1"
"4493_482304","20231117","1"
"4493_482304","20231118","1"
"4493_482304","20231120","1"
"4493_482304","20231121","1"
"4493_482304","20231122","1"
"4493_482304","20231123","1"
"4493_482304","20231124","1"
"4493_482304","20231125","1"
"4493_482304","20231127","1"
"4493_482304","20231128","1"
"4493_482304","20231129","1"
"4493_482304","20231130","1"
"4493_482304","20231201","1"
"4493_482304","20231202","1"
"4493_482304","20231204","1"
"4493_482304","20231205","1"
"4493_482304","20231206","1"
"4493_482304","20231207","1"
"4493_482304","20231209","1"
"4493_482304","20231211","1"
"4493_482304","20231212","1"
"4493_482304","20231213","1"
"4493_482304","20231214","1"
"4493_482304","20231215","1"
"4493_482304","20231216","1"
"4493_482304","20231218","1"
"4493_482304","20231219","1"
"4493_482304","20231220","1"
"4493_482304","20231221","1"
"4493_482304","20231222","1"
"4493_482304","20231223","1"
"4493_482304","20231227","1"
"4493_482304","20231228","1"
"4493_482304","20231229","1"
"4493_482304","20231230","1"
"4493_482305","20230915","1"
"4493_482305","20230916","1"
"4493_482305","20230918","1"
"4493_482305","20230919","1"
"4493_482305","20230920","1"
"4493_482305","20230921","1"
"4493_482305","20230922","1"
"4493_482305","20230923","1"
"4493_482305","20230925","1"
"4493_482305","20230926","1"
"4493_482305","20230927","1"
"4493_482305","20230928","1"
"4493_482305","20230929","1"
"4493_482305","20230930","1"
"4493_482305","20231002","1"
"4493_482305","20231003","1"
"4493_482305","20231004","1"
"4493_482305","20231005","1"
"4493_482305","20231006","1"
"4493_482305","20231007","1"
"4493_482305","20231009","1"
"4493_482305","20231010","1"
"4493_482305","20231011","1"
"4493_482305","20231012","1"
"4493_482305","20231013","1"
"4493_482305","20231014","1"
"4493_482305","20231016","1"
"4493_482305","20231017","1"
"4493_482305","20231018","1"
"4493_482305","20231019","1"
"4493_482305","20231020","1"
"4493_482305","20231021","1"
"4493_482305","20231023","1"
"4493_482305","20231024","1"
"4493_482305","20231025","1"
"4493_482305","20231026","1"
"4493_482305","20231027","1"
"4493_482305","20231028","1"
"4493_482305","20231030","1"
"4493_482305","20231031","1"
"4493_482305","20231106","1"
"4493_482305","20231107","1"
"4493_482305","20231108","1"
"4493_482305","20231109","1"
"4493_482305","20231110","1"
"4493_482305","20231111","1"
"4493_482305","20231113","1"
"4493_482305","20231114","1"
"4493_482305","20231115","1"
"4493_482305","20231116","1"
"4493_482305","20231117","1"
"4493_482305","20231118","1"
"4493_482305","20231120","1"
"4493_482305","20231121","1"
"4493_482305","20231122","1"
"4493_482305","20231123","1"
"4493_482305","20231124","1"
"4493_482305","20231125","1"
"4493_482305","20231127","1"
"4493_482305","20231128","1"
"4493_482305","20231129","1"
"4493_482305","20231130","1"
"4493_482305","20231201","1"
"4493_482305","20231202","1"
"4493_482305","20231204","1"
"4493_482305","20231205","1"
"4493_482305","20231206","1"
"4493_482305","20231207","1"
"4493_482305","20231209","1"
"4493_482305","20231211","1"
"4493_482305","20231212","1"
"4493_482305","20231213","1"
"4493_482305","20231214","1"
"4493_482305","20231215","1"
"4493_482305","20231216","1"
"4493_482305","20231218","1"
"4493_482305","20231219","1"
"4493_482305","20231220","1"
"4493_482305","20231221","1"
"4493_482305","20231222","1"
"4493_482305","20231223","1"
"4493_482306","20231102","1"
"4493_482306","20231103","1"
"4493_482306","20231104","1"
"4493_482307","20230915","1"
"4493_482307","20230916","1"
"4493_482307","20230918","1"
"4493_482307","20230919","1"
"4493_482307","20230920","1"
"4493_482307","20230921","1"
"4493_482307","20230922","1"
"4493_482307","20230923","1"
"4493_482307","20230925","1"
"4493_482307","20230926","1"
"4493_482307","20230927","1"
"4493_482307","20230928","1"
"4493_482307","20230929","1"
"4493_482307","20230930","1"
"4493_482307","20231002","1"
"4493_482307","20231003","1"
"4493_482307","20231004","1"
"4493_482307","20231005","1"
"4493_482307","20231006","1"
"4493_482307","20231007","1"
"4493_482307","20231009","1"
"4493_482307","20231010","1"
"4493_482307","20231011","1"
"4493_482307","20231012","1"
"4493_482307","20231013","1"
"4493_482307","20231014","1"
"4493_482307","20231016","1"
"4493_482307","20231017","1"
"4493_482307","20231018","1"
"4493_482307","20231019","1"
"4493_482307","20231020","1"
"4493_482307","20231021","1"
"4493_482307","20231023","1"
"4493_482307","20231024","1"
"4493_482307","20231025","1"
"4493_482307","20231026","1"
"4493_482307","20231027","1"
"4493_482307","20231028","1"
"4493_482307","20231030","1"
"4493_482307","20231031","1"
"4493_482307","20231106","1"
"4493_482307","20231107","1"
"4493_482307","20231108","1"
"4493_482307","20231109","1"
"4493_482307","20231110","1"
"4493_482307","20231111","1"
"4493_482307","20231113","1"
"4493_482307","20231114","1"
"4493_482307","20231115","1"
"4493_482307","20231116","1"
"4493_482307","20231117","1"
"4493_482307","20231118","1"
"4493_482307","20231120","1"
"4493_482307","20231121","1"
"4493_482307","20231122","1"
"4493_482307","20231123","1"
"4493_482307","20231124","1"
"4493_482307","20231125","1"
"4493_482307","20231127","1"
"4493_482307","20231128","1"
"4493_482307","20231129","1"
"4493_482307","20231130","1"
"4493_482307","20231201","1"
"4493_482307","20231202","1"
"4493_482307","20231204","1"
"4493_482307","20231205","1"
"4493_482307","20231206","1"
"4493_482307","20231207","1"
"4493_482307","20231209","1"
"4493_482307","20231211","1"
"4493_482307","20231212","1"
"4493_482307","20231213","1"
"4493_482307","20231214","1"
"4493_482307","20231215","1"
"4493_482307","20231216","1"
"4493_482307","20231218","1"
"4493_482307","20231219","1"
"4493_482307","20231220","1"
"4493_482307","20231221","1"
"4493_482307","20231222","1"
"4493_482307","20231223","1"
"4493_482308","20230913","1"
"4493_482308","20230914","1"
"4493_482308","20231227","1"
"4493_482308","20231228","1"
"4493_482308","20231229","1"
"4493_482308","20231230","1"
"4493_482309","20231102","1"
"4493_482309","20231103","1"
"4493_482309","20231104","1"
"4493_482310","20230913","1"
"4493_482310","20230914","1"
"4493_482310","20230915","1"
"4493_482310","20230916","1"
"4493_482310","20230918","1"
"4493_482310","20230919","1"
"4493_482310","20230920","1"
"4493_482310","20230921","1"
"4493_482310","20230922","1"
"4493_482310","20230923","1"
"4493_482310","20230925","1"
"4493_482310","20230926","1"
"4493_482310","20230927","1"
"4493_482310","20230928","1"
"4493_482310","20230929","1"
"4493_482310","20230930","1"
"4493_482310","20231002","1"
"4493_482310","20231003","1"
"4493_482310","20231004","1"
"4493_482310","20231005","1"
"4493_482310","20231006","1"
"4493_482310","20231007","1"
"4493_482310","20231009","1"
"4493_482310","20231010","1"
"4493_482310","20231011","1"
"4493_482310","20231012","1"
"4493_482310","20231013","1"
"4493_482310","20231014","1"
"4493_482310","20231016","1"
"4493_482310","20231017","1"
"4493_482310","20231018","1"
"4493_482310","20231019","1"
"4493_482310","20231020","1"
"4493_482310","20231021","1"
"4493_482310","20231023","1"
"4493_482310","20231024","1"
"4493_482310","20231025","1"
"4493_482310","20231026","1"
"4493_482310","20231027","1"
"4493_482310","20231028","1"
"4493_482310","20231030","1"
"4493_482310","20231031","1"
"4493_482310","20231106","1"
"4493_482310","20231107","1"
"4493_482310","20231108","1"
"4493_482310","20231109","1"
"4493_482310","20231110","1"
"4493_482310","20231111","1"
"4493_482310","20231113","1"
"4493_482310","20231114","1"
"4493_482310","20231115","1"
"4493_482310","20231116","1"
"4493_482310","20231117","1"
"4493_482310","20231118","1"
"4493_482310","20231120","1"
"4493_482310","20231121","1"
"4493_482310","20231122","1"
"4493_482310","20231123","1"
"4493_482310","20231124","1"
"4493_482310","20231125","1"
"4493_482310","20231127","1"
"4493_482310","20231128","1"
"4493_482310","20231129","1"
"4493_482310","20231130","1"
"4493_482310","20231201","1"
"4493_482310","20231202","1"
"4493_482310","20231204","1"
"4493_482310","20231205","1"
"4493_482310","20231206","1"
"4493_482310","20231207","1"
"4493_482310","20231209","1"
"4493_482310","20231211","1"
"4493_482310","20231212","1"
"4493_482310","20231213","1"
"4493_482310","20231214","1"
"4493_482310","20231215","1"
"4493_482310","20231216","1"
"4493_482310","20231218","1"
"4493_482310","20231219","1"
"4493_482310","20231220","1"
"4493_482310","20231221","1"
"4493_482310","20231222","1"
"4493_482310","20231223","1"
"4493_482310","20231227","1"
"4493_482310","20231228","1"
"4493_482310","20231229","1"
"4493_482310","20231230","1"
"4493_482311","20230913","1"
"4493_482311","20230914","1"
"4493_482311","20230915","1"
"4493_482311","20230916","1"
"4493_482311","20230918","1"
"4493_482311","20230919","1"
"4493_482311","20230920","1"
"4493_482311","20230921","1"
"4493_482311","20230922","1"
"4493_482311","20230923","1"
"4493_482311","20230925","1"
"4493_482311","20230926","1"
"4493_482311","20230927","1"
"4493_482311","20230928","1"
"4493_482311","20230929","1"
"4493_482311","20230930","1"
"4493_482311","20231002","1"
"4493_482311","20231003","1"
"4493_482311","20231004","1"
"4493_482311","20231005","1"
"4493_482311","20231006","1"
"4493_482311","20231007","1"
"4493_482311","20231009","1"
"4493_482311","20231010","1"
"4493_482311","20231011","1"
"4493_482311","20231012","1"
"4493_482311","20231013","1"
"4493_482311","20231014","1"
"4493_482311","20231016","1"
"4493_482311","20231017","1"
"4493_482311","20231018","1"
"4493_482311","20231019","1"
"4493_482311","20231020","1"
"4493_482311","20231021","1"
"4493_482311","20231023","1"
"4493_482311","20231024","1"
"4493_482311","20231025","1"
"4493_482311","20231026","1"
"4493_482311","20231027","1"
"4493_482311","20231028","1"
"4493_482311","20231030","1"
"4493_482311","20231031","1"
"4493_482311","20231102","1"
"4493_482311","20231103","1"
"4493_482311","20231104","1"
"4493_482311","20231106","1"
"4493_482311","20231107","1"
"4493_482311","20231108","1"
"4493_482311","20231109","1"
"4493_482311","20231110","1"
"4493_482311","20231111","1"
"4493_482311","20231113","1"
"4493_482311","20231114","1"
"4493_482311","20231115","1"
"4493_482311","20231116","1"
"4493_482311","20231117","1"
"4493_482311","20231118","1"
"4493_482311","20231120","1"
"4493_482311","20231121","1"
"4493_482311","20231122","1"
"4493_482311","20231123","1"
"4493_482311","20231124","1"
"4493_482311","20231125","1"
"4493_482311","20231127","1"
"4493_482311","20231128","1"
"4493_482311","20231129","1"
"4493_482311","20231130","1"
"4493_482311","20231201","1"
"4493_482311","20231202","1"
"4493_482311","20231204","1"
"4493_482311","20231205","1"
"4493_482311","20231206","1"
"4493_482311","20231207","1"
"4493_482311","20231209","1"
"4493_482311","20231211","1"
"4493_482311","20231212","1"
"4493_482311","20231213","1"
"4493_482311","20231214","1"
"4493_482311","20231215","1"
"4493_482311","20231216","1"
"4493_482311","20231218","1"
"4493_482311","20231219","1"
"4493_482311","20231220","1"
"4493_482311","20231221","1"
"4493_482311","20231222","1"
"4493_482311","20231223","1"
"4493_482311","20231227","1"
"4493_482311","20231228","1"
"4493_482311","20231229","1"
"4493_482311","20231230","1"
"4493_482312","20230915","1"
"4493_482312","20230916","1"
"4493_482312","20230918","1"
"4493_482312","20230919","1"
"4493_482312","20230920","1"
"4493_482312","20230921","1"
"4493_482312","20230922","1"
"4493_482312","20230923","1"
"4493_482312","20230925","1"
"4493_482312","20230926","1"
"4493_482312","20230927","1"
"4493_482312","20230928","1"
"4493_482312","20230929","1"
"4493_482312","20230930","1"
"4493_482312","20231002","1"
"4493_482312","20231003","1"
"4493_482312","20231004","1"
"4493_482312","20231005","1"
"4493_482312","20231006","1"
"4493_482312","20231007","1"
"4493_482312","20231009","1"
"4493_482312","20231010","1"
"4493_482312","20231011","1"
"4493_482312","20231012","1"
"4493_482312","20231013","1"
"4493_482312","20231014","1"
"4493_482312","20231016","1"
"4493_482312","20231017","1"
"4493_482312","20231018","1"
"4493_482312","20231019","1"
"4493_482312","20231020","1"
"4493_482312","20231021","1"
"4493_482312","20231023","1"
"4493_482312","20231024","1"
"4493_482312","20231025","1"
"4493_482312","20231026","1"
"4493_482312","20231027","1"
"4493_482312","20231028","1"
"4493_482312","20231030","1"
"4493_482312","20231031","1"
"4493_482312","20231102","1"
"4493_482312","20231103","1"
"4493_482312","20231104","1"
"4493_482312","20231106","1"
"4493_482312","20231107","1"
"4493_482312","20231108","1"
"4493_482312","20231109","1"
"4493_482312","20231110","1"
"4493_482312","20231111","1"
"4493_482312","20231113","1"
"4493_482312","20231114","1"
"4493_482312","20231115","1"
"4493_482312","20231116","1"
"4493_482312","20231117","1"
"4493_482312","20231118","1"
"4493_482312","20231120","1"
"4493_482312","20231121","1"
"4493_482312","20231122","1"
"4493_482312","20231123","1"
"4493_482312","20231124","1"
"4493_482312","20231125","1"
"4493_482312","20231127","1"
"4493_482312","20231128","1"
"4493_482312","20231129","1"
"4493_482312","20231130","1"
"4493_482312","20231201","1"
"4493_482312","20231202","1"
"4493_482312","20231204","1"
"4493_482312","20231205","1"
"4493_482312","20231206","1"
"4493_482312","20231207","1"
"4493_482312","20231209","1"
"4493_482312","20231211","1"
"4493_482312","20231212","1"
"4493_482312","20231213","1"
"4493_482312","20231214","1"
"4493_482312","20231215","1"
"4493_482312","20231216","1"
"4493_482312","20231218","1"
"4493_482312","20231219","1"
"4493_482312","20231220","1"
"4493_482312","20231221","1"
"4493_482312","20231222","1"
"4493_482312","20231223","1"
"4493_482313","20231101","1"
"4493_482313","20231105","1"
"4493_482314","20230917","1"
"4493_482314","20230924","1"
"4493_482314","20231001","1"
"4493_482314","20231008","1"
"4493_482314","20231015","1"
"4493_482314","20231022","1"
"4493_482314","20231029","1"
"4493_482314","20231112","1"
"4493_482314","20231119","1"
"4493_482314","20231126","1"
"4493_482314","20231203","1"
"4493_482314","20231208","1"
"4493_482314","20231210","1"
"4493_482314","20231217","1"
"4493_482314","20231224","1"
"4493_482314","20231226","1"
"4493_482314","20231231","1"
"4493_482315","20230917","1"
"4493_482315","20230924","1"
"4493_482315","20231001","1"
"4493_482315","20231008","1"
"4493_482315","20231015","1"
"4493_482315","20231022","1"
"4493_482315","20231029","1"
"4493_482315","20231101","1"
"4493_482315","20231105","1"
"4493_482315","20231112","1"
"4493_482315","20231119","1"
"4493_482315","20231126","1"
"4493_482315","20231203","1"
"4493_482315","20231208","1"
"4493_482315","20231210","1"
"4493_482315","20231217","1"
"4493_482315","20231224","1"
"4493_482315","20231226","1"
"4493_482315","20231231","1"
"4493_482316","20230917","1"
"4493_482316","20230924","1"
"4493_482316","20231001","1"
"4493_482316","20231008","1"
"4493_482316","20231015","1"
"4493_482316","20231022","1"
"4493_482316","20231029","1"
"4493_482316","20231101","1"
"4493_482316","20231105","1"
"4493_482316","20231112","1"
"4493_482316","20231119","1"
"4493_482316","20231126","1"
"4493_482316","20231203","1"
"4493_482316","20231208","1"
"4493_482316","20231210","1"
"4493_482316","20231217","1"
"4493_482317","20231224","1"
"4493_482317","20231226","1"
"4493_482317","20231231","1"
"4493_482318","20230915","1"
"4493_482318","20230916","1"
"4493_482318","20230918","1"
"4493_482318","20230919","1"
"4493_482318","20230920","1"
"4493_482318","20230921","1"
"4493_482318","20230922","1"
"4493_482318","20230923","1"
"4493_482318","20230925","1"
"4493_482318","20230926","1"
"4493_482318","20230927","1"
"4493_482318","20230928","1"
"4493_482318","20230929","1"
"4493_482318","20230930","1"
"4493_482318","20231002","1"
"4493_482318","20231003","1"
"4493_482318","20231004","1"
"4493_482318","20231005","1"
"4493_482318","20231006","1"
"4493_482318","20231007","1"
"4493_482318","20231009","1"
"4493_482318","20231010","1"
"4493_482318","20231011","1"
"4493_482318","20231012","1"
"4493_482318","20231013","1"
"4493_482318","20231014","1"
"4493_482318","20231016","1"
"4493_482318","20231017","1"
"4493_482318","20231018","1"
"4493_482318","20231019","1"
"4493_482318","20231020","1"
"4493_482318","20231021","1"
"4493_482318","20231023","1"
"4493_482318","20231024","1"
"4493_482318","20231025","1"
"4493_482318","20231026","1"
"4493_482318","20231027","1"
"4493_482318","20231028","1"
"4493_482318","20231030","1"
"4493_482318","20231031","1"
"4493_482318","20231106","1"
"4493_482318","20231107","1"
"4493_482318","20231108","1"
"4493_482318","20231109","1"
"4493_482318","20231110","1"
"4493_482318","20231111","1"
"4493_482318","20231113","1"
"4493_482318","20231114","1"
"4493_482318","20231115","1"
"4493_482318","20231116","1"
"4493_482318","20231117","1"
"4493_482318","20231118","1"
"4493_482318","20231120","1"
"4493_482318","20231121","1"
"4493_482318","20231122","1"
"4493_482318","20231123","1"
"4493_482318","20231124","1"
"4493_482318","20231125","1"
"4493_482318","20231127","1"
"4493_482318","20231128","1"
"4493_482318","20231129","1"
"4493_482318","20231130","1"
"4493_482318","20231201","1"
"4493_482318","20231202","1"
"4493_482318","20231204","1"
"4493_482318","20231205","1"
"4493_482318","20231206","1"
"4493_482318","20231207","1"
"4493_482318","20231209","1"
"4493_482318","20231211","1"
"4493_482318","20231212","1"
"4493_482318","20231213","1"
"4493_482318","20231214","1"
"4493_482318","20231215","1"
"4493_482318","20231216","1"
"4493_482318","20231218","1"
"4493_482318","20231219","1"
"4493_482318","20231220","1"
"4493_482318","20231221","1"
"4493_482318","20231222","1"
"4493_482318","20231223","1"
"4493_482319","20230913","1"
"4493_482319","20230914","1"
"4493_482319","20231227","1"
"4493_482319","20231228","1"
"4493_482319","20231229","1"
"4493_482319","20231230","1"
"4493_482320","20230917","1"
"4493_482320","20230924","1"
"4493_482320","20231001","1"
"4493_482320","20231008","1"
"4493_482320","20231015","1"
"4493_482320","20231022","1"
"4493_482320","20231029","1"
"4493_482320","20231112","1"
"4493_482320","20231119","1"
"4493_482320","20231126","1"
"4493_482320","20231203","1"
"4493_482320","20231208","1"
"4493_482320","20231210","1"
"4493_482320","20231217","1"
"4493_482321","20231102","1"
"4493_482321","20231103","1"
"4493_482321","20231104","1"
"4493_482322","20230913","1"
"4493_482322","20230914","1"
"4493_482322","20230915","1"
"4493_482322","20230916","1"
"4493_482322","20230918","1"
"4493_482322","20230919","1"
"4493_482322","20230920","1"
"4493_482322","20230921","1"
"4493_482322","20230922","1"
"4493_482322","20230923","1"
"4493_482322","20230925","1"
"4493_482322","20230926","1"
"4493_482322","20230927","1"
"4493_482322","20230928","1"
"4493_482322","20230929","1"
"4493_482322","20230930","1"
"4493_482322","20231002","1"
"4493_482322","20231003","1"
"4493_482322","20231004","1"
"4493_482322","20231005","1"
"4493_482322","20231006","1"
"4493_482322","20231007","1"
"4493_482322","20231009","1"
"4493_482322","20231010","1"
"4493_482322","20231011","1"
"4493_482322","20231012","1"
"4493_482322","20231013","1"
"4493_482322","20231014","1"
"4493_482322","20231016","1"
"4493_482322","20231017","1"
"4493_482322","20231018","1"
"4493_482322","20231019","1"
"4493_482322","20231020","1"
"4493_482322","20231021","1"
"4493_482322","20231023","1"
"4493_482322","20231024","1"
"4493_482322","20231025","1"
"4493_482322","20231026","1"
"4493_482322","20231027","1"
"4493_482322","20231028","1"
"4493_482322","20231030","1"
"4493_482322","20231031","1"
"4493_482322","20231106","1"
"4493_482322","20231107","1"
"4493_482322","20231108","1"
"4493_482322","20231109","1"
"4493_482322","20231110","1"
"4493_482322","20231111","1"
"4493_482322","20231113","1"
"4493_482322","20231114","1"
"4493_482322","20231115","1"
"4493_482322","20231116","1"
"4493_482322","20231117","1"
"4493_482322","20231118","1"
"4493_482322","20231120","1"
"4493_482322","20231121","1"
"4493_482322","20231122","1"
"4493_482322","20231123","1"
"4493_482322","20231124","1"
"4493_482322","20231125","1"
"4493_482322","20231127","1"
"4493_482322","20231128","1"
"4493_482322","20231129","1"
"4493_482322","20231130","1"
"4493_482322","20231201","1"
"4493_482322","20231202","1"
"4493_482322","20231204","1"
"4493_482322","20231205","1"
"4493_482322","20231206","1"
"4493_482322","20231207","1"
"4493_482322","20231209","1"
"4493_482322","20231211","1"
"4493_482322","20231212","1"
"4493_482322","20231213","1"
"4493_482322","20231214","1"
"4493_482322","20231215","1"
"4493_482322","20231216","1"
"4493_482322","20231218","1"
"4493_482322","20231219","1"
"4493_482322","20231220","1"
"4493_482322","20231221","1"
"4493_482322","20231222","1"
"4493_482322","20231223","1"
"4493_482322","20231227","1"
"4493_482322","20231228","1"
"4493_482322","20231229","1"
"4493_482322","20231230","1"
"4493_482323","20230913","1"
"4493_482323","20230914","1"
"4493_482323","20230915","1"
"4493_482323","20230916","1"
"4493_482323","20230917","1"
"4493_482323","20230918","1"
"4493_482323","20230919","1"
"4493_482323","20230920","1"
"4493_482323","20230921","1"
"4493_482323","20230922","1"
"4493_482323","20230923","1"
"4493_482323","20230924","1"
"4493_482323","20230925","1"
"4493_482323","20230926","1"
"4493_482323","20230927","1"
"4493_482323","20230928","1"
"4493_482323","20230929","1"
"4493_482323","20230930","1"
"4493_482323","20231001","1"
"4493_482323","20231002","1"
"4493_482323","20231003","1"
"4493_482323","20231004","1"
"4493_482323","20231005","1"
"4493_482323","20231006","1"
"4493_482323","20231007","1"
"4493_482323","20231008","1"
"4493_482323","20231009","1"
"4493_482323","20231010","1"
"4493_482323","20231011","1"
"4493_482323","20231012","1"
"4493_482323","20231013","1"
"4493_482323","20231014","1"
"4493_482323","20231015","1"
"4493_482323","20231016","1"
"4493_482323","20231017","1"
