COMUNE,fromPlaceName,fromPalceCord,toPlaceName,toPlaceCord,date,time,duration,poligono
Bagni di Lucca,Lucca,"43.84281,10.50238",Bagni di Lucca,"44.0089207,10.5743811",10-01-2023,8:00pm,4338,"[[10.620378, 44.1172372], [10.6286873, 44.1175548], [10.6298361, 44.1171567], [10.6307102, 44.116676], [10.6383585, 44.1117049], [10.641858, 44.1085666], [10.6424031, 44.1079465], [10.6429892, 44.1074519], [10.6434428, 44.1071393], [10.6441585, 44.1068139], [10.6451063, 44.1067462], [10.6471806, 44.1067523], [10.6482835, 44.1068714], [10.6490551, 44.1072114], [10.6499537, 44.1076216], [10.6518236, 44.1083598], [10.6547652, 44.1094427], [10.6565069, 44.1096155], [10.665, 44.109474], [10.6658686, 44.1092587], [10.6786699, 44.1059337], [10.681492, 44.1049919], [10.6824251, 44.104411], [10.6855706, 44.1016636], [10.6864834, 44.1008129], [10.6871108, 44.1000293], [10.6877616, 44.0991914], [10.6882769, 44.0984185], [10.6887908, 44.0976007], [10.690235, 44.0961118], [10.692568, 44.0942496], [10.6930272, 44.0941437], [10.6962427, 44.09388], [10.6982409, 44.0938593], [10.699341, 44.0938879], [10.7002801, 44.093964], [10.7010683, 44.0940063], [10.7020176, 44.0940011], [10.7060344, 44.0929328], [10.706959, 44.0925049], [10.7104627, 44.0905438], [10.7113302, 44.0898736], [10.711888, 44.089289], [10.7125178, 44.0886043], [10.7148245, 44.0867331], [10.717753, 44.0847714], [10.7211228, 44.0833882], [10.7223223, 44.082974], [10.723078, 44.0780288], [10.7250869, 44.0637825], [10.7249913, 44.0630727], [10.724733, 44.0623473], [10.7243887, 44.0616683], [10.7238478, 44.0606681], [10.7204037, 44.0546969], [10.719775, 44.05368], [10.719117, 44.0529426], [10.7186992, 44.0518775], [10.7184732, 44.0509716], [10.7184514, 44.0502156], [10.7185979, 44.0483768], [10.7189582, 44.0438945], [10.7214783, 44.0418061], [10.7250448, 44.0395465], [10.7257738, 44.0392924], [10.7308833, 44.0386028], [10.7363167, 44.0272123], [10.7371055, 44.0255977], [10.7373474, 44.0253329], [10.7377975, 44.024939], [10.7335741, 44.0204565], [10.7332945, 44.0202807], [10.7275028, 44.0184777], [10.7233772, 44.0173246], [10.7229765, 44.0172766], [10.7220558, 44.0173625], [10.718862, 44.0177978], [10.7132999, 44.0183135], [10.7124514, 44.0183082], [10.711937, 44.0182079], [10.7075382, 44.0157888], [10.7055068, 44.0145587], [10.700435, 44.0112671], [10.699989, 44.0109406], [10.6972782, 44.0077488], [10.6969407, 44.0072856], [10.6967162, 44.0068478], [10.696542, 44.0064272], [10.6961899, 44.0054511], [10.6960763, 44.0049666], [10.6959856, 44.0035364], [10.6959616, 44.0031316], [10.6959872, 44.0027171], [10.6960286, 44.0024194], [10.6959891, 44.0019068], [10.6957807, 44.0007214], [10.6944346, 43.9990038], [10.680465, 43.9870557], [10.677798, 43.9848981], [10.6767737, 43.9843909], [10.6750195, 43.9849749], [10.6730255, 43.9856793], [10.6638129, 43.985097], [10.6527155, 43.9843229], [10.6373883, 43.9832156], [10.6357304, 43.9825506], [10.6215056, 43.9759919], [10.6152587, 43.9704511], [10.6134337, 43.9670443], [10.608117, 43.9618456], [10.6061791, 43.9601239], [10.6020891, 43.9568141], [10.6015854, 43.9567356], [10.5996179, 43.9566867], [10.5990075, 43.9566952], [10.5984715, 43.9566937], [10.598081, 43.9566564], [10.5925116, 43.954274], [10.5915251, 43.9537341], [10.5900253, 43.9534578], [10.5893987, 43.953444], [10.5888341, 43.9536545], [10.5867661, 43.9546218], [10.5865224, 43.95483], [10.5845851, 43.9566171], [10.5804703, 43.9624227], [10.5766816, 43.9698669], [10.5802456, 43.9714585], [10.5827418, 43.9764973], [10.5761532, 43.9775765], [10.5692922, 43.9828794], [10.5647995, 43.9870049], [10.564384, 43.9873876], [10.5637496, 43.9879793], [10.5635918, 43.988265], [10.5636018, 43.988643], [10.5637147, 43.9891457], [10.5639889, 43.9900873], [10.5693396, 44.0050224], [10.5701826, 44.005416], [10.5703442, 44.0055128], [10.5725444, 44.0069929], [10.5730092, 44.0075874], [10.5726208, 44.0088217], [10.572224, 44.0093854], [10.5716231, 44.0098956], [10.5712897, 44.0097899], [10.5645516, 44.0075865], [10.5636149, 44.0071852], [10.5631945, 44.0068533], [10.562898, 44.0064883], [10.5626458, 44.0061451], [10.5625569, 44.006027], [10.5616752, 44.0050464], [10.5611766, 44.0045851], [10.560271, 44.0038232], [10.5596343, 44.0033277], [10.5568792, 44.0014746], [10.5552193, 44.0007229], [10.5526882, 44.0000371], [10.5522688, 44.0002183], [10.5513403, 44.0007216], [10.5415332, 44.0126262], [10.5398779, 44.0154261], [10.5393876, 44.0167291], [10.539371, 44.0172921], [10.5394627, 44.0176775], [10.5409584, 44.0186077], [10.5440936, 44.0206721], [10.5484311, 44.0238546], [10.5511739, 44.0261582], [10.5557174, 44.0309852], [10.5561726, 44.0316902], [10.5626429, 44.0417711], [10.5690264, 44.0457621], [10.5693743, 44.0460566], [10.5709911, 44.0474862], [10.572006, 44.050342], [10.5729978, 44.0529123], [10.5738245, 44.0543144], [10.5753197, 44.0567967], [10.5804267, 44.0648043], [10.5899398, 44.0731443], [10.5903586, 44.0736291], [10.5904964, 44.0766748], [10.5924954, 44.0869466], [10.5944641, 44.0876934], [10.5956122, 44.0881185], [10.5959993, 44.0881131], [10.5967676, 44.0878863], [10.5975334, 44.0879116], [10.5977178, 44.087918], [10.5977877, 44.0879621], [10.5982007, 44.0882264], [10.6007088, 44.0904421], [10.6034469, 44.0937709], [10.6079326, 44.1011804], [10.6080519, 44.1014308], [10.608524, 44.1068621], [10.6084605, 44.1072861], [10.6082445, 44.1076133], [10.6079396, 44.1078877], [10.6077086, 44.108125], [10.6070492, 44.1091517], [10.6069095, 44.1095318], [10.6068064, 44.1098753], [10.6066941, 44.1103451], [10.6066953, 44.1108492], [10.6066986, 44.1118935], [10.6068286, 44.1125399], [10.6070519, 44.1129419], [10.6092803, 44.1163138], [10.6096641, 44.1166415], [10.6104497, 44.1170355], [10.6169803, 44.1182127], [10.6177776, 44.1181204], [10.6182247, 44.118015], [10.6188067, 44.1178177], [10.620378, 44.1172372]]"
Barga,Lucca,"43.84281,10.50238",Barga,"44.07326495,10.4775162",10-01-2023,8:00pm,99998,"[[10.5251217, 44.1562359], [10.5272311, 44.1560817], [10.5297251, 44.1558053], [10.5310531, 44.1554183], [10.5322564, 44.1550421], [10.5437451, 44.1496296], [10.5526019, 44.145008], [10.577509, 44.1319003], [10.5778029, 44.1316711], [10.5805042, 44.129374], [10.5810327, 44.1280972], [10.5834879, 44.1202665], [10.5774946, 44.1203224], [10.5749188, 44.1202769], [10.5742773, 44.1201237], [10.5703297, 44.1187736], [10.5699007, 44.1186174], [10.5686883, 44.1181389], [10.5679039, 44.1177805], [10.5666642, 44.1172124], [10.5615755, 44.1147522], [10.5440023, 44.1060059], [10.5435562, 44.1056698], [10.5430055, 44.1051551], [10.5410533, 44.1016702], [10.5409084, 44.101384], [10.5377765, 44.0943137], [10.5356945, 44.0882016], [10.5350826, 44.0853108], [10.5315735, 44.077111], [10.5314273, 44.0767708], [10.5312178, 44.0763955], [10.5284207, 44.0725255], [10.5280233, 44.0721257], [10.521184, 44.0678954], [10.5193614, 44.0669384], [10.517136, 44.0658515], [10.5152927, 44.0645705], [10.5134375, 44.0628125], [10.501833, 44.0497669], [10.5014708, 44.0492675], [10.5002925, 44.0475903], [10.5001573, 44.047178], [10.500084, 44.0467468], [10.4997155, 44.0445098], [10.4990861, 44.0423213], [10.4989924, 44.0420704], [10.4989389, 44.0419271], [10.498325, 44.0413409], [10.4973858, 44.040723], [10.4910629, 44.0369433], [10.4863322, 44.0389136], [10.4683554, 44.0427744], [10.467873, 44.0429517], [10.4673783, 44.0431381], [10.4669717, 44.0433504], [10.4599332, 44.0474651], [10.4588652, 44.048199], [10.4564571, 44.0507866], [10.4562143, 44.0510688], [10.4559992, 44.0514587], [10.4558475, 44.0518928], [10.4557968, 44.0523706], [10.4548532, 44.0551286], [10.4509609, 44.0608637], [10.4506106, 44.0613453], [10.4503686, 44.0616635], [10.4500279, 44.0620279], [10.4497017, 44.0623472], [10.4493559, 44.0626307], [10.4478629, 44.0637435], [10.4466114, 44.0646507], [10.4461277, 44.065296], [10.4459256, 44.0657128], [10.4435216, 44.0716043], [10.4434427, 44.0718258], [10.4433814, 44.0720022], [10.4432679, 44.0724718], [10.4431694, 44.0730402], [10.4431058, 44.0735092], [10.4427823, 44.0745847], [10.4440837, 44.0813656], [10.4526465, 44.0898326], [10.4558373, 44.091201], [10.4563167, 44.091393], [10.4573935, 44.0914963], [10.4573332, 44.0910739], [10.4574254, 44.0907576], [10.4577428, 44.0904564], [10.4582129, 44.0902704], [10.4587509, 44.0903085], [10.462678, 44.0910056], [10.4641607, 44.0913557], [10.470585, 44.0940192], [10.471659, 44.0945095], [10.4779053, 44.0980211], [10.4894278, 44.1091164], [10.4938842, 44.1153875], [10.4939928, 44.1157282], [10.4939776, 44.1161155], [10.4939115, 44.1164675], [10.4937974, 44.1167751], [10.4935771, 44.1170841], [10.4932709, 44.1173312], [10.4918196, 44.1182594], [10.4914747, 44.118462], [10.4911671, 44.1186551], [10.4905922, 44.1191488], [10.4903811, 44.1197007], [10.4898577, 44.1242361], [10.4898204, 44.1247408], [10.4899069, 44.1251988], [10.4900677, 44.1256289], [10.4903319, 44.1261926], [10.4931608, 44.1293338], [10.4939267, 44.129963], [10.4966256, 44.1318993], [10.4972806, 44.1320978], [10.4980083, 44.1322053], [10.5042652, 44.1359134], [10.5076815, 44.1419455], [10.5105489, 44.1475075], [10.5105497, 44.1480297], [10.5105737, 44.1484795], [10.5117157, 44.1515795], [10.5119906, 44.152062], [10.5122767, 44.1524904], [10.5136957, 44.1541912], [10.5140269, 44.1544299], [10.5198969, 44.1560895], [10.522376, 44.1566957], [10.52298, 44.1568407], [10.5236827, 44.1569304], [10.5249309, 44.1570038], [10.5251217, 44.1562359]]"
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-01-2023,8:00pm,2961,"[[10.5035077, 44.0219653], [10.5052234, 44.0224604], [10.5317888, 44.0196021], [10.53568, 44.0201485], [10.536133, 44.0201751], [10.5366436, 44.0201389], [10.5374173, 44.0199023], [10.5378146, 44.019646], [10.5389647, 44.0185873], [10.5392041, 44.0181946], [10.5394627, 44.0176775], [10.539371, 44.0172921], [10.5393876, 44.0167291], [10.5398779, 44.0154261], [10.5415332, 44.0126262], [10.5513403, 44.0007216], [10.5522688, 44.0002183], [10.5526882, 44.0000371], [10.5552193, 44.0007229], [10.5568792, 44.0014746], [10.5596343, 44.0033277], [10.560271, 44.0038232], [10.5611766, 44.0045851], [10.5616752, 44.0050464], [10.5625569, 44.006027], [10.5626458, 44.0061451], [10.562898, 44.0064883], [10.5631945, 44.0068533], [10.5636149, 44.0071852], [10.5645516, 44.0075865], [10.5712897, 44.0097899], [10.5716231, 44.0098956], [10.572224, 44.0093854], [10.5726208, 44.0088217], [10.5730092, 44.0075874], [10.5725444, 44.0069929], [10.5703442, 44.0055128], [10.5701826, 44.005416], [10.5693396, 44.0050224], [10.5639889, 43.9900873], [10.5637147, 43.9891457], [10.5636018, 43.988643], [10.5635918, 43.988265], [10.5637496, 43.9879793], [10.564384, 43.9873876], [10.5647995, 43.9870049], [10.5692922, 43.9828794], [10.5761532, 43.9775765], [10.5827418, 43.9764973], [10.5802456, 43.9714585], [10.5766816, 43.9698669], [10.5804703, 43.9624227], [10.5845851, 43.9566171], [10.5865224, 43.95483], [10.5867661, 43.9546218], [10.5888341, 43.9536545], [10.5893987, 43.953444], [10.5900253, 43.9534578], [10.5915251, 43.9537341], [10.592657, 43.9513189], [10.5927248, 43.9510568], [10.592431, 43.9498545], [10.5920873, 43.9486528], [10.5919433, 43.9483937], [10.5917229, 43.9480727], [10.5915866, 43.9476334], [10.5917755, 43.9472436], [10.5919549, 43.946962], [10.5924941, 43.9461532], [10.5954749, 43.9429874], [10.5924216, 43.9387714], [10.5919833, 43.9382193], [10.5915674, 43.9380451], [10.5871533, 43.9374492], [10.5865093, 43.9375932], [10.5861541, 43.9378232], [10.5856434, 43.9382985], [10.5851763, 43.9385391], [10.5832428, 43.9393942], [10.5761509, 43.9411939], [10.5752782, 43.941296], [10.5743232, 43.9413452], [10.5737644, 43.9414159], [10.5704528, 43.9424698], [10.5643296, 43.9446516], [10.5545418, 43.9477744], [10.5434786, 43.9507695], [10.5342036, 43.9496789], [10.5336118, 43.9494438], [10.531661, 43.9486957], [10.5311959, 43.9485399], [10.5272591, 43.9480974], [10.5260763, 43.9481402], [10.5229786, 43.9527372], [10.5175485, 43.9582656], [10.5171578, 43.9585859], [10.5163979, 43.9590911], [10.5155079, 43.9596296], [10.5154527, 43.9596619], [10.5128858, 43.9582194], [10.5096737, 43.9563891], [10.5093798, 43.9561049], [10.5060533, 43.9527005], [10.5056816, 43.9522913], [10.5054614, 43.951961], [10.5052514, 43.9515406], [10.5004697, 43.9373332], [10.5004115, 43.9370008], [10.5004781, 43.9366758], [10.5006189, 43.9363318], [10.5009319, 43.9358955], [10.5012236, 43.9356036], [10.5012966, 43.9355351], [10.5015402, 43.9353113], [10.5019822, 43.9350534], [10.5024532, 43.9349572], [10.5040934, 43.9347825], [10.5046283, 43.9347485], [10.50635, 43.9348428], [10.5067552, 43.9311551], [10.4960251, 43.9225628], [10.4956728, 43.9224233], [10.4902511, 43.9247901], [10.4884278, 43.9256061], [10.4861611, 43.926626], [10.485794, 43.9268919], [10.4855245, 43.9270755], [10.4849117, 43.9274796], [10.4834232, 43.9282372], [10.4756969, 43.9296428], [10.4721929, 43.9290037], [10.4669451, 43.9263432], [10.4655556, 43.9255597], [10.4635064, 43.9242895], [10.4548853, 43.9268035], [10.4485581, 43.9304403], [10.4482884, 43.9306238], [10.4476659, 43.9311539], [10.4473635, 43.9315268], [10.4440272, 43.9363904], [10.4438256, 43.9366855], [10.4437699, 43.9369563], [10.4438018, 43.9372441], [10.444475, 43.9382889], [10.4447536, 43.9384745], [10.4504427, 43.9413465], [10.4532587, 43.9428773], [10.4575941, 43.9469187], [10.4568205, 43.9504489], [10.4564168, 43.9507601], [10.4543976, 43.9558548], [10.4542617, 43.9564147], [10.4541308, 43.9571817], [10.4578171, 43.960628], [10.4615513, 43.962453], [10.4617368, 43.9625181], [10.4620982, 43.9626418], [10.4631778, 43.9627023], [10.4729919, 43.9628733], [10.4736024, 43.9628654], [10.4741992, 43.9628037], [10.4747833, 43.9627331], [10.4752172, 43.9626375], [10.4755991, 43.9624525], [10.4758928, 43.9622326], [10.4764426, 43.9617843], [10.476789, 43.9616808], [10.4771243, 43.9616315], [10.4771896, 43.9616239], [10.4814142, 43.9622151], [10.4867582, 43.9640814], [10.4864897, 43.9653094], [10.4849767, 43.9716224], [10.4814272, 43.9726431], [10.4807413, 43.9727578], [10.4805361, 43.9730306], [10.4805348, 43.9734808], [10.4829838, 43.976204], [10.4835081, 43.9767284], [10.4841717, 43.977341], [10.4860112, 43.9786136], [10.4863402, 43.9788074], [10.4869573, 43.9790515], [10.4873842, 43.9791719], [10.4881318, 43.9791532], [10.4889685, 43.9792053], [10.4895584, 43.9793597], [10.4899624, 43.9795615], [10.4903299, 43.9797998], [10.4906988, 43.9800921], [10.4910059, 43.9804032], [10.49129, 43.9807957], [10.4935575, 43.9842053], [10.4935965, 43.9862576], [10.4914241, 43.9926243], [10.4901239, 43.9929924], [10.4825346, 43.9947207], [10.4820866, 43.9947626], [10.4813137, 43.9947726], [10.4808766, 43.9947513], [10.4788506, 43.9945254], [10.4783751, 43.9944595], [10.4665343, 43.9952536], [10.4650962, 43.9971245], [10.4649969, 43.997648], [10.4666034, 44.0037519], [10.4730774, 44.011578], [10.4696132, 44.0144474], [10.4689955, 44.0148326], [10.4716217, 44.0165261], [10.4836248, 44.0194477], [10.4883265, 44.0245995], [10.4897492, 44.0263546], [10.4921005, 44.0307985], [10.4927517, 44.0322287], [10.5035077, 44.0219653]]"
Camporgiano,Lucca,"43.84281,10.50238",Camporgiano,"44.15955695,10.3330076",10-01-2023,8:00pm,5585,"[[10.3080585, 44.1746745], [10.3102947, 44.1745408], [10.3106632, 44.1745163], [10.3107818, 44.1745082], [10.3151597, 44.1728013], [10.3154662, 44.1726627], [10.3157757, 44.1725151], [10.3163836, 44.172148], [10.3166781, 44.1718925], [10.3170584, 44.1709968], [10.3172482, 44.1706705], [10.3176444, 44.1704859], [10.3181205, 44.1703814], [10.3185562, 44.1702863], [10.3190893, 44.1702171], [10.3196698, 44.1701654], [10.3199133, 44.1701446], [10.3235733, 44.1704804], [10.3329411, 44.1677965], [10.3388215, 44.1627535], [10.3474068, 44.1558552], [10.3478228, 44.1555892], [10.348255, 44.1553501], [10.3488989, 44.1550724], [10.3493578, 44.1549049], [10.3497687, 44.154828], [10.3502936, 44.1548128], [10.3507582, 44.1548973], [10.3514006, 44.1550968], [10.3520568, 44.1553591], [10.3525608, 44.1555242], [10.3531357, 44.1555084], [10.3575133, 44.1544481], [10.3581709, 44.1542242], [10.3588121, 44.1538295], [10.3592143, 44.1533745], [10.3595653, 44.1528662], [10.360877, 44.1507708], [10.3611573, 44.1503174], [10.3612237, 44.1499384], [10.3611707, 44.1494011], [10.360835, 44.1478543], [10.3609405, 44.147547], [10.3611918, 44.1470578], [10.3614831, 44.1466762], [10.367655, 44.1399672], [10.3693534, 44.1382632], [10.3831847, 44.1321635], [10.3821934, 44.13227], [10.38205, 44.1322853], [10.3814354, 44.1321937], [10.381156, 44.132008], [10.3779749, 44.1295976], [10.3776929, 44.1292948], [10.3773171, 44.1287232], [10.3740503, 44.125841], [10.368911, 44.1223645], [10.3682071, 44.1219182], [10.3681722, 44.1218962], [10.3667045, 44.1209864], [10.3661858, 44.1207135], [10.3626803, 44.1193599], [10.3614336, 44.1189516], [10.3602251, 44.1185699], [10.3507784, 44.1136987], [10.3438054, 44.1097025], [10.3404057, 44.1162968], [10.3402288, 44.116767], [10.340091, 44.117858], [10.3400488, 44.1182006], [10.3400577, 44.1202532], [10.3401468, 44.1214316], [10.3401947, 44.1218902], [10.3403159, 44.1222759], [10.3405743, 44.122651], [10.3409174, 44.1228991], [10.3412711, 44.123066], [10.3415378, 44.1232519], [10.3417211, 44.1236189], [10.3417274, 44.1238979], [10.3415348, 44.1247735], [10.3413245, 44.1254242], [10.3407507, 44.1271325], [10.3398952, 44.1290963], [10.339585, 44.1297526], [10.3380525, 44.1327416], [10.3365974, 44.1345953], [10.3347121, 44.136364], [10.3343971, 44.1368088], [10.3340316, 44.1372362], [10.333614, 44.1375652], [10.3328025, 44.1381689], [10.3323954, 44.1382749], [10.3322929, 44.1383009], [10.3214373, 44.1362977], [10.320615, 44.1360011], [10.314241, 44.1319872], [10.3122404, 44.1376102], [10.3127988, 44.1385491], [10.3129818, 44.1389071], [10.3131022, 44.1392659], [10.3131485, 44.1396615], [10.3132403, 44.1415466], [10.312795, 44.142326], [10.3118434, 44.1433903], [10.3073642, 44.1460795], [10.3022238, 44.1458682], [10.3012096, 44.1475093], [10.3005676, 44.1484529], [10.297423, 44.1527382], [10.2973666, 44.152732], [10.2969216, 44.1526808], [10.2966053, 44.1525134], [10.2939351, 44.1504909], [10.2938463, 44.1498617], [10.2938521, 44.1495555], [10.2938956, 44.1492579], [10.2938592, 44.1487362], [10.2936138, 44.1483788], [10.293371, 44.1481385], [10.2927032, 44.147903], [10.2871037, 44.1467103], [10.286589, 44.146617], [10.2858371, 44.1465355], [10.2782591, 44.1459183], [10.2739298, 44.1508553], [10.2718982, 44.1532008], [10.2706719, 44.1546189], [10.2737433, 44.1590458], [10.2758444, 44.1644152], [10.2760063, 44.1648185], [10.2761345, 44.1651052], [10.2764345, 44.165534], [10.2766744, 44.1657834], [10.277678, 44.1665014], [10.2781496, 44.1667662], [10.2891344, 44.1723552], [10.29332, 44.1744237], [10.3006815, 44.1746957], [10.3067993, 44.1748689], [10.3080585, 44.1746745]]"
Careggine,Lucca,"43.84281,10.50238",Careggine,"44.11944175,10.3256665",10-01-2023,8:00pm,99998,"[[10.3347121, 44.136364], [10.3365974, 44.1345953], [10.3380525, 44.1327416], [10.339585, 44.1297526], [10.3398952, 44.1290963], [10.3407507, 44.1271325], [10.3413245, 44.1254242], [10.3415348, 44.1247735], [10.3417274, 44.1238979], [10.3417211, 44.1236189], [10.3415378, 44.1232519], [10.3412711, 44.123066], [10.3409174, 44.1228991], [10.3405743, 44.122651], [10.3403159, 44.1222759], [10.3401947, 44.1218902], [10.3401468, 44.1214316], [10.3400577, 44.1202532], [10.3400488, 44.1182006], [10.340091, 44.117858], [10.3402288, 44.116767], [10.3404057, 44.1162968], [10.3438054, 44.1097025], [10.3445919, 44.1085679], [10.3447606, 44.1082958], [10.3449644, 44.1079152], [10.3451974, 44.1073093], [10.3452676, 44.1069573], [10.3453087, 44.1065697], [10.3453381, 44.1062092], [10.3443227, 44.0913164], [10.3430581, 44.0889814], [10.3409482, 44.0862692], [10.3407174, 44.0860019], [10.3403733, 44.0856998], [10.3396856, 44.0851136], [10.3391937, 44.0849033], [10.3375401, 44.0845513], [10.338527, 44.0824803], [10.3403598, 44.0790195], [10.3408004, 44.0786182], [10.3442413, 44.0766961], [10.3446064, 44.0751703], [10.3445868, 44.0748554], [10.3444515, 44.0743978], [10.3361906, 44.0706549], [10.3322117, 44.069747], [10.3318344, 44.0696253], [10.3313908, 44.0693334], [10.3305487, 44.0685329], [10.3302541, 44.0682032], [10.3292036, 44.067018], [10.3281842, 44.0688936], [10.327853, 44.0691585], [10.3271115, 44.0695048], [10.3243794, 44.0685011], [10.3239489, 44.068236], [10.3237562, 44.0679951], [10.309791, 44.0609805], [10.3090989, 44.0607363], [10.3085206, 44.0605539], [10.3076928, 44.0603833], [10.3069803, 44.0603465], [10.3062429, 44.0603099], [10.3013231, 44.0608522], [10.3003895, 44.0609799], [10.2944784, 44.0618753], [10.2911077, 44.0624717], [10.2906486, 44.0626029], [10.2872272, 44.0654685], [10.2862145, 44.0671365], [10.2860104, 44.067517], [10.2853298, 44.0701086], [10.2852642, 44.0705415], [10.285377, 44.0711344], [10.2869454, 44.0766627], [10.2873792, 44.07709], [10.2878412, 44.0770848], [10.288587, 44.0769233], [10.2889723, 44.076838], [10.2894435, 44.0766796], [10.2899503, 44.0764398], [10.2978896, 44.0797081], [10.3101445, 44.088747], [10.310334, 44.0889856], [10.3103759, 44.0890414], [10.3109381, 44.0930054], [10.3112801, 44.0954773], [10.3110743, 44.0995942], [10.3110322, 44.0999503], [10.310965, 44.1003022], [10.3108599, 44.1007715], [10.3107419, 44.101088], [10.3080613, 44.10743], [10.3037005, 44.1216418], [10.3036073, 44.121949], [10.3034954, 44.1225445], [10.3034764, 44.1228148], [10.3035712, 44.1237185], [10.3060838, 44.1282724], [10.3062915, 44.1286212], [10.3067382, 44.1290392], [10.3073881, 44.129599], [10.3078195, 44.1298912], [10.3084138, 44.1301995], [10.3087675, 44.1303665], [10.3131118, 44.1318021], [10.3135639, 44.131896], [10.314241, 44.1319872], [10.320615, 44.1360011], [10.3214373, 44.1362977], [10.3322929, 44.1383009], [10.3323954, 44.1382749], [10.3328025, 44.1381689], [10.333614, 44.1375652], [10.3340316, 44.1372362], [10.3343971, 44.1368088], [10.3347121, 44.136364]]"
Castelnuovo di Garfagnana,Lucca,"43.84281,10.50238",Castelnuovo di Garfagnana,"44.11419535,10.4024762",10-01-2023,8:00pm,5299,"[[10.3897825, 44.1263304], [10.3966858, 44.1242362], [10.3980944, 44.1246039], [10.3991005, 44.1250012], [10.3994358, 44.1251704], [10.4019416, 44.1268796], [10.4023549, 44.1271783], [10.4026558, 44.1274808], [10.4032802, 44.1273268], [10.4111135, 44.1253261], [10.4152107, 44.1240465], [10.4192858, 44.1227625], [10.4242611, 44.1205893], [10.4276527, 44.1176705], [10.4290095, 44.1148535], [10.4317486, 44.1130096], [10.4321706, 44.1127612], [10.432655, 44.1126381], [10.4330653, 44.1125519], [10.4334854, 44.1124836], [10.4339008, 44.1124784], [10.4342525, 44.112555], [10.4346415, 44.1127482], [10.4349882, 44.113005], [10.4386029, 44.1168714], [10.4418134, 44.1183614], [10.4423164, 44.1184901], [10.4428799, 44.118537], [10.4434785, 44.1184844], [10.4440114, 44.1182976], [10.4503926, 44.1145165], [10.4506827, 44.1142427], [10.4514877, 44.1122878], [10.4516633, 44.1114213], [10.4515872, 44.110738], [10.4514999, 44.110361], [10.4507186, 44.107922], [10.4505864, 44.1076266], [10.4493992, 44.1065973], [10.4486457, 44.1060577], [10.4419952, 44.1047688], [10.4416097, 44.1048457], [10.4413016, 44.1050207], [10.4406363, 44.1054072], [10.4392307, 44.1061812], [10.4387045, 44.1061248], [10.4380526, 44.106034], [10.4362456, 44.1057146], [10.4357523, 44.1054687], [10.434903, 44.1049662], [10.4258095, 44.0976704], [10.4232534, 44.0947538], [10.4204882, 44.0919612], [10.419946, 44.0917518], [10.402195, 44.09162], [10.3993402, 44.0961026], [10.398964, 44.0965754], [10.3986353, 44.0969395], [10.3983182, 44.0972675], [10.398074, 44.0975046], [10.3977795, 44.0977333], [10.3969618, 44.0980224], [10.3965253, 44.0980547], [10.3949149, 44.0979754], [10.394508, 44.0982054], [10.3940597, 44.0984], [10.3931975, 44.0983925], [10.3899328, 44.0980901], [10.3889437, 44.0915973], [10.3832565, 44.0882361], [10.3712204, 44.0845459], [10.3658529, 44.0808963], [10.3653983, 44.0806767], [10.3650077, 44.0805283], [10.3493925, 44.0769505], [10.3442413, 44.0766961], [10.3408004, 44.0786182], [10.3403598, 44.0790195], [10.338527, 44.0824803], [10.3375401, 44.0845513], [10.3391937, 44.0849033], [10.3396856, 44.0851136], [10.3403733, 44.0856998], [10.3407174, 44.0860019], [10.3409482, 44.0862692], [10.3430581, 44.0889814], [10.3443227, 44.0913164], [10.3453381, 44.1062092], [10.3453087, 44.1065697], [10.3452676, 44.1069573], [10.3451974, 44.1073093], [10.3449644, 44.1079152], [10.3447606, 44.1082958], [10.3445919, 44.1085679], [10.3438054, 44.1097025], [10.3507784, 44.1136987], [10.3602251, 44.1185699], [10.3614336, 44.1189516], [10.3626803, 44.1193599], [10.3661858, 44.1207135], [10.3667045, 44.1209864], [10.3681722, 44.1218962], [10.3682071, 44.1219182], [10.368911, 44.1223645], [10.3740503, 44.125841], [10.3773171, 44.1287232], [10.3776929, 44.1292948], [10.3779749, 44.1295976], [10.381156, 44.132008], [10.3814354, 44.1321937], [10.38205, 44.1322853], [10.3821934, 44.13227], [10.3831847, 44.1321635], [10.3897825, 44.1263304]]"
