,trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,poligono,poligono_successivo
2478,4791_3547,18:25:00,18:25:00,2@C4548_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2479,4791_3547,18:26:00,18:26:00,2@C5203_600,2,0.393,Bagni di Lucca,Bagni di Lucca
2480,4791_3547,18:33:00,18:33:00,2@C5205_600,3,2.336,Bagni di Lucca,Bagni di Lucca
2481,4791_3547,18:42:00,18:42:00,2@C5206_600,4,4.893,Bagni di Lucca,3.0
2482,4791_3548,07:56:00,07:56:00,2@C4548_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2483,4791_3548,07:57:00,07:57:00,2@C5203_600,2,0.393,Bagni di Lucca,Bagni di Lucca
2484,4791_3548,08:04:00,08:04:00,2@C5205_600,3,2.336,Bagni di Lucca,Bagni di Lucca
2485,4791_3548,08:13:00,08:13:00,2@C5206_600,4,4.893,Bagni di Lucca,3.0
2486,4791_3549,18:30:00,18:30:00,2@C4548_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2487,4791_3549,18:31:00,18:31:00,2@C5203_600,2,0.393,Bagni di Lucca,Bagni di Lucca
2488,4791_3549,18:38:00,18:38:00,2@C5205_600,3,2.336,Bagni di Lucca,Bagni di Lucca
2489,4791_3549,18:47:00,18:47:00,2@C5206_600,4,4.893,Bagni di Lucca,3.0
2490,4791_3550,08:05:00,08:05:00,2@C4548_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2491,4791_3550,08:06:00,08:06:00,2@C5203_600,2,0.393,Bagni di Lucca,Bagni di Lucca
2492,4791_3550,08:13:00,08:13:00,2@C5205_600,3,2.336,Bagni di Lucca,Bagni di Lucca
2493,4791_3550,08:22:00,08:22:00,2@C5206_600,4,4.893,Bagni di Lucca,3.0
2494,4791_3551,06:25:00,06:25:00,2@C4548_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2495,4791_3551,06:26:00,06:26:00,2@C5203_600,2,0.393,Bagni di Lucca,Bagni di Lucca
2496,4791_3551,06:31:00,06:31:00,2@C5205_600,3,2.336,Bagni di Lucca,Bagni di Lucca
2497,4791_3551,06:37:00,06:37:00,2@C5206_600,4,4.893,Bagni di Lucca,3.0
2498,4791_3552,13:30:00,13:30:00,2@C5200_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2499,4791_3552,13:31:00,13:31:00,2@C3359_600,2,0.333,Bagni di Lucca,Bagni di Lucca
2500,4791_3552,13:32:00,13:32:00,2@C4548_600,3,0.512,Bagni di Lucca,Bagni di Lucca
2501,4791_3552,13:33:00,13:33:00,2@C5203_600,4,0.905,Bagni di Lucca,Bagni di Lucca
2502,4791_3552,13:39:00,13:39:00,2@C5205_600,5,2.848,Bagni di Lucca,Bagni di Lucca
2503,4791_3552,13:47:00,13:47:00,2@C5206_600,6,5.405,Bagni di Lucca,5.0
2504,4791_3553,16:38:00,16:38:00,2@C5200_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2505,4791_3553,16:39:00,16:39:00,2@C3359_600,2,0.333,Bagni di Lucca,Bagni di Lucca
2506,4791_3553,16:40:00,16:40:00,2@C4548_600,3,0.512,Bagni di Lucca,Bagni di Lucca
2507,4791_3553,16:41:00,16:41:00,2@C5203_600,4,0.905,Bagni di Lucca,Bagni di Lucca
2508,4791_3553,16:47:00,16:47:00,2@C5205_600,5,2.848,Bagni di Lucca,Bagni di Lucca
2509,4791_3553,16:55:00,16:55:00,2@C5206_600,6,5.405,Bagni di Lucca,5.0
2510,4791_3554,18:42:00,18:42:00,2@C5206_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2511,4791_3554,18:50:00,18:50:00,2@C5246_600,2,2.58,Bagni di Lucca,Bagni di Lucca
2512,4791_3554,18:56:00,18:56:00,2@C5248_600,3,4.486,Bagni di Lucca,Bagni di Lucca
2513,4791_3554,18:58:00,18:58:00,2@C3359_600,4,5.106,Bagni di Lucca,Bagni di Lucca
2514,4791_3554,18:59:00,18:59:00,2@C4548_600,5,5.285,Bagni di Lucca,4.0
2515,4791_3555,08:13:00,08:13:00,2@C5206_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2516,4791_3555,08:21:00,08:21:00,2@C5246_600,2,2.58,Bagni di Lucca,Bagni di Lucca
2517,4791_3555,08:27:00,08:27:00,2@C5248_600,3,4.486,Bagni di Lucca,Bagni di Lucca
2518,4791_3555,08:29:00,08:29:00,2@C3359_600,4,5.106,Bagni di Lucca,Bagni di Lucca
2519,4791_3555,08:30:00,08:30:00,2@C4548_600,5,5.285,Bagni di Lucca,4.0
2520,4791_3556,18:52:00,18:52:00,2@C5206_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2521,4791_3556,19:00:00,19:00:00,2@C5246_600,2,2.58,Bagni di Lucca,Bagni di Lucca
2522,4791_3556,19:06:00,19:06:00,2@C5248_600,3,4.486,Bagni di Lucca,Bagni di Lucca
2523,4791_3556,19:08:00,19:08:00,2@C3359_600,4,5.106,Bagni di Lucca,Bagni di Lucca
2524,4791_3556,19:09:00,19:09:00,2@C4548_600,5,5.285,Bagni di Lucca,4.0
2525,4791_3557,13:47:00,13:47:00,2@C5206_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2526,4791_3557,13:55:00,13:55:00,2@C5246_600,2,2.58,Bagni di Lucca,Bagni di Lucca
2527,4791_3557,14:01:00,14:01:00,2@C5248_600,3,4.486,Bagni di Lucca,Bagni di Lucca
2528,4791_3557,14:03:00,14:03:00,2@C3359_600,4,5.106,Bagni di Lucca,Bagni di Lucca
2529,4791_3557,14:04:00,14:04:00,2@C4548_600,5,5.285,Bagni di Lucca,4.0
2530,4791_3558,16:55:00,16:55:00,2@C5206_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2531,4791_3558,17:03:00,17:03:00,2@C5246_600,2,2.58,Bagni di Lucca,Bagni di Lucca
2532,4791_3558,17:09:00,17:09:00,2@C5248_600,3,4.486,Bagni di Lucca,Bagni di Lucca
2533,4791_3558,17:11:00,17:11:00,2@C3359_600,4,5.106,Bagni di Lucca,Bagni di Lucca
2534,4791_3558,17:12:00,17:12:00,2@C4548_600,5,5.285,Bagni di Lucca,4.0
2535,4791_3559,06:37:00,06:37:00,2@C5206_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2536,4791_3559,06:46:00,06:46:00,2@C5246_600,2,2.58,Bagni di Lucca,Bagni di Lucca
2537,4791_3559,06:52:00,06:52:00,2@C5248_600,3,4.486,Bagni di Lucca,Bagni di Lucca
2538,4791_3559,06:54:00,06:54:00,2@C3359_600,4,5.106,Bagni di Lucca,Bagni di Lucca
2539,4791_3559,06:55:00,06:55:00,2@C4548_600,5,5.285,Bagni di Lucca,4.0
2540,4791_3560,08:22:00,08:22:00,2@C5206_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2541,4791_3560,08:30:00,08:30:00,2@C5246_600,2,2.58,Bagni di Lucca,Bagni di Lucca
2542,4791_3560,08:36:00,08:36:00,2@C5248_600,3,4.486,Bagni di Lucca,Bagni di Lucca
2543,4791_3560,08:38:00,08:38:00,2@C3359_600,4,5.106,Bagni di Lucca,Bagni di Lucca
2544,4791_3560,08:39:00,08:39:00,2@C5200_600,5,5.244,Bagni di Lucca,4.0
2545,4791_3561,06:15:00,06:15:00,2@C4548_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2546,4791_3561,06:16:00,06:16:00,2@C3359_600,2,0.347,Bagni di Lucca,Bagni di Lucca
2547,4791_3561,06:16:00,06:16:00,2@C5249_600,3,0.746,Bagni di Lucca,Bagni di Lucca
2548,4791_3561,06:17:00,06:17:00,2@C5251_600,4,1.031,Bagni di Lucca,Bagni di Lucca
2549,4791_3561,06:17:00,06:17:00,2@C4935_600,5,1.292,Bagni di Lucca,Bagni di Lucca
2550,4791_3561,06:18:00,06:18:00,2@C5252_600,6,2.03,Bagni di Lucca,Bagni di Lucca
2551,4791_3561,06:18:00,06:18:00,2@C3352_600,7,2.096,Bagni di Lucca,Bagni di Lucca
2552,4791_3561,06:19:00,06:19:00,2@C5326_600,8,2.394,Bagni di Lucca,Bagni di Lucca
2553,4791_3561,06:20:00,06:20:00,2@C5269_600,9,2.685,Bagni di Lucca,Bagni di Lucca
2554,4791_3561,06:22:00,06:22:00,2@C5270_600,10,3.7,Bagni di Lucca,Bagni di Lucca
2555,4791_3561,06:25:00,06:25:00,2@C5272_600,11,5.207,Bagni di Lucca,Bagni di Lucca
2556,4791_3561,06:27:00,06:27:00,2@C5273_600,12,5.864,Bagni di Lucca,Bagni di Lucca
2557,4791_3561,06:28:00,06:28:00,2@C5274_600,13,6.414,Bagni di Lucca,Bagni di Lucca
2558,4791_3561,06:35:00,06:35:00,2@C5275_600,14,7.611,Bagni di Lucca,Bagni di Lucca
2559,4791_3561,06:44:00,06:44:00,2@C5276_600,15,9.305,Bagni di Lucca,Bagni di Lucca
2560,4791_3561,06:45:00,06:45:00,2@C5277_600,16,9.574,Bagni di Lucca,15.0
2561,4791_3562,13:20:00,13:20:00,2@C4548_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2562,4791_3562,13:21:00,13:21:00,2@C3359_600,2,0.347,Bagni di Lucca,Bagni di Lucca
2563,4791_3562,13:21:00,13:21:00,2@C5249_600,3,0.746,Bagni di Lucca,Bagni di Lucca
2564,4791_3562,13:22:00,13:22:00,2@C5251_600,4,1.031,Bagni di Lucca,Bagni di Lucca
2565,4791_3562,13:22:00,13:22:00,2@C4935_600,5,1.292,Bagni di Lucca,Bagni di Lucca
2566,4791_3562,13:23:00,13:23:00,2@C5252_600,6,2.03,Bagni di Lucca,Bagni di Lucca
2567,4791_3562,13:23:00,13:23:00,2@C3352_600,7,2.096,Bagni di Lucca,Bagni di Lucca
2568,4791_3562,13:24:00,13:24:00,2@C5326_600,8,2.394,Bagni di Lucca,Bagni di Lucca
2569,4791_3562,13:25:00,13:25:00,2@C5269_600,9,2.685,Bagni di Lucca,Bagni di Lucca
2570,4791_3562,13:27:00,13:27:00,2@C5270_600,10,3.7,Bagni di Lucca,Bagni di Lucca
2571,4791_3562,13:30:00,13:30:00,2@C5272_600,11,5.207,Bagni di Lucca,Bagni di Lucca
2572,4791_3562,13:32:00,13:32:00,2@C5273_600,12,5.864,Bagni di Lucca,Bagni di Lucca
2573,4791_3562,13:33:00,13:33:00,2@C5274_600,13,6.414,Bagni di Lucca,Bagni di Lucca
2574,4791_3562,13:40:00,13:40:00,2@C5275_600,14,7.611,Bagni di Lucca,Bagni di Lucca
2575,4791_3562,13:49:00,13:49:00,2@C5276_600,15,9.305,Bagni di Lucca,Bagni di Lucca
2576,4791_3562,13:50:00,13:50:00,2@C5277_600,16,9.574,Bagni di Lucca,15.0
2577,4791_3563,15:00:00,15:00:00,2@C4548_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2578,4791_3563,15:01:00,15:01:00,2@C3359_600,2,0.347,Bagni di Lucca,Bagni di Lucca
2579,4791_3563,15:01:00,15:01:00,2@C5249_600,3,0.746,Bagni di Lucca,Bagni di Lucca
2580,4791_3563,15:02:00,15:02:00,2@C5251_600,4,1.031,Bagni di Lucca,Bagni di Lucca
2581,4791_3563,15:02:00,15:02:00,2@C4935_600,5,1.292,Bagni di Lucca,Bagni di Lucca
2582,4791_3563,15:03:00,15:03:00,2@C5252_600,6,2.03,Bagni di Lucca,Bagni di Lucca
2583,4791_3563,15:03:00,15:03:00,2@C3352_600,7,2.096,Bagni di Lucca,Bagni di Lucca
2584,4791_3563,15:04:00,15:04:00,2@C5326_600,8,2.394,Bagni di Lucca,Bagni di Lucca
2585,4791_3563,15:05:00,15:05:00,2@C5269_600,9,2.685,Bagni di Lucca,Bagni di Lucca
2586,4791_3563,15:07:00,15:07:00,2@C5270_600,10,3.7,Bagni di Lucca,Bagni di Lucca
2587,4791_3563,15:10:00,15:10:00,2@C5272_600,11,5.207,Bagni di Lucca,Bagni di Lucca
2588,4791_3563,15:12:00,15:12:00,2@C5273_600,12,5.864,Bagni di Lucca,Bagni di Lucca
2589,4791_3563,15:13:00,15:13:00,2@C5274_600,13,6.414,Bagni di Lucca,Bagni di Lucca
2590,4791_3563,15:20:00,15:20:00,2@C5275_600,14,7.611,Bagni di Lucca,Bagni di Lucca
2591,4791_3563,15:29:00,15:29:00,2@C5276_600,15,9.305,Bagni di Lucca,Bagni di Lucca
2592,4791_3563,15:30:00,15:30:00,2@C5277_600,16,9.574,Bagni di Lucca,15.0
2593,4791_3564,17:30:00,17:30:00,2@C4548_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2594,4791_3564,17:31:00,17:31:00,2@C3359_600,2,0.347,Bagni di Lucca,Bagni di Lucca
2595,4791_3564,17:31:00,17:31:00,2@C5249_600,3,0.746,Bagni di Lucca,Bagni di Lucca
2596,4791_3564,17:32:00,17:32:00,2@C5251_600,4,1.031,Bagni di Lucca,Bagni di Lucca
2597,4791_3564,17:32:00,17:32:00,2@C4935_600,5,1.292,Bagni di Lucca,Bagni di Lucca
2598,4791_3564,17:33:00,17:33:00,2@C5252_600,6,2.03,Bagni di Lucca,Bagni di Lucca
2599,4791_3564,17:33:00,17:33:00,2@C3352_600,7,2.096,Bagni di Lucca,Bagni di Lucca
2600,4791_3564,17:34:00,17:34:00,2@C5326_600,8,2.394,Bagni di Lucca,Bagni di Lucca
2601,4791_3564,17:35:00,17:35:00,2@C5269_600,9,2.685,Bagni di Lucca,Bagni di Lucca
2602,4791_3564,17:37:00,17:37:00,2@C5270_600,10,3.7,Bagni di Lucca,Bagni di Lucca
2603,4791_3564,17:40:00,17:40:00,2@C5272_600,11,5.207,Bagni di Lucca,Bagni di Lucca
2604,4791_3564,17:42:00,17:42:00,2@C5273_600,12,5.864,Bagni di Lucca,Bagni di Lucca
2605,4791_3564,17:43:00,17:43:00,2@C5274_600,13,6.414,Bagni di Lucca,Bagni di Lucca
2606,4791_3564,17:50:00,17:50:00,2@C5275_600,14,7.611,Bagni di Lucca,Bagni di Lucca
2607,4791_3564,17:59:00,17:59:00,2@C5276_600,15,9.305,Bagni di Lucca,Bagni di Lucca
2608,4791_3564,18:00:00,18:00:00,2@C5277_600,16,9.574,Bagni di Lucca,15.0
2609,4791_3565,17:30:00,17:30:00,2@C4548_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2610,4791_3565,17:33:00,17:33:00,2@C5253_600,2,1.054,Bagni di Lucca,Bagni di Lucca
2611,4791_3565,17:35:00,17:35:00,2@C5314_600,3,2.325,Bagni di Lucca,Bagni di Lucca
2612,4791_3565,17:36:00,17:36:00,2@C3352_600,4,2.651,Bagni di Lucca,Bagni di Lucca
2613,4791_3565,17:36:00,17:36:00,2@C5326_600,5,2.949,Bagni di Lucca,Bagni di Lucca
2614,4791_3565,17:37:00,17:37:00,2@C5269_600,6,3.24,Bagni di Lucca,Bagni di Lucca
2615,4791_3565,17:38:00,17:38:00,2@C5270_600,7,4.255,Bagni di Lucca,Bagni di Lucca
2616,4791_3565,17:41:00,17:41:00,2@C5272_600,8,5.762,Bagni di Lucca,Bagni di Lucca
2617,4791_3565,17:42:00,17:42:00,2@C5273_600,9,6.419,Bagni di Lucca,Bagni di Lucca
2618,4791_3565,17:43:00,17:43:00,2@C5274_600,10,6.969,Bagni di Lucca,Bagni di Lucca
2619,4791_3565,17:50:00,17:50:00,2@C5275_600,11,8.166,Bagni di Lucca,Bagni di Lucca
2620,4791_3565,17:59:00,17:59:00,2@C5276_600,12,9.86,Bagni di Lucca,Bagni di Lucca
2621,4791_3565,18:00:00,18:00:00,2@C5277_600,13,10.129,Bagni di Lucca,12.0
2622,4791_3566,17:30:00,17:30:00,2@C4548_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2623,4791_3566,17:33:00,17:33:00,2@C5253_600,2,1.054,Bagni di Lucca,Bagni di Lucca
2624,4791_3566,17:35:00,17:35:00,2@C5314_600,3,2.325,Bagni di Lucca,Bagni di Lucca
2625,4791_3566,17:36:00,17:36:00,2@C3352_600,4,2.651,Bagni di Lucca,Bagni di Lucca
2626,4791_3566,17:36:00,17:36:00,2@C5326_600,5,2.949,Bagni di Lucca,Bagni di Lucca
2627,4791_3566,17:37:00,17:37:00,2@C5269_600,6,3.24,Bagni di Lucca,Bagni di Lucca
2628,4791_3566,17:38:00,17:38:00,2@C5270_600,7,4.255,Bagni di Lucca,Bagni di Lucca
2629,4791_3566,17:41:00,17:41:00,2@C5272_600,8,5.762,Bagni di Lucca,Bagni di Lucca
2630,4791_3566,17:42:00,17:42:00,2@C5273_600,9,6.419,Bagni di Lucca,Bagni di Lucca
2631,4791_3566,17:43:00,17:43:00,2@C5274_600,10,6.969,Bagni di Lucca,Bagni di Lucca
2632,4791_3566,17:50:00,17:50:00,2@C5275_600,11,8.166,Bagni di Lucca,Bagni di Lucca
2633,4791_3566,17:59:00,17:59:00,2@C5276_600,12,9.86,Bagni di Lucca,Bagni di Lucca
2634,4791_3566,18:00:00,18:00:00,2@C5277_600,13,10.129,Bagni di Lucca,12.0
2635,4791_3567,16:30:00,16:30:00,2@C5200_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2636,4791_3567,16:31:00,16:31:00,2@C5249_600,2,0.272,Bagni di Lucca,Bagni di Lucca
2637,4791_3567,16:31:00,16:31:00,2@C5251_600,3,0.557,Bagni di Lucca,Bagni di Lucca
2638,4791_3567,16:32:00,16:32:00,2@C4935_600,4,0.818,Bagni di Lucca,Bagni di Lucca
2639,4791_3567,16:33:00,16:33:00,2@C5252_600,5,1.556,Bagni di Lucca,Bagni di Lucca
2640,4791_3567,16:33:00,16:33:00,2@C3352_600,6,1.622,Bagni di Lucca,Bagni di Lucca
2641,4791_3567,16:35:00,16:35:00,2@C5326_600,7,1.92,Bagni di Lucca,Bagni di Lucca
2642,4791_3567,16:35:00,16:35:00,2@C5269_600,8,2.211,Bagni di Lucca,Bagni di Lucca
2643,4791_3567,16:37:00,16:37:00,2@C5270_600,9,3.226,Bagni di Lucca,Bagni di Lucca
2644,4791_3567,16:39:00,16:39:00,2@C5272_600,10,4.733,Bagni di Lucca,Bagni di Lucca
2645,4791_3567,16:39:00,16:39:00,2@C5273_600,11,5.39,Bagni di Lucca,Bagni di Lucca
2646,4791_3567,16:40:00,16:40:00,2@C5274_600,12,5.94,Bagni di Lucca,Bagni di Lucca
2647,4791_3567,16:47:00,16:47:00,2@C5275_600,13,7.137,Bagni di Lucca,Bagni di Lucca
2648,4791_3567,16:58:00,16:58:00,2@C5276_600,14,8.831,Bagni di Lucca,Bagni di Lucca
2649,4791_3567,17:00:00,17:00:00,2@C5277_600,15,9.1,Bagni di Lucca,14.0
2650,4791_3568,12:30:00,12:30:00,2@C5200_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2651,4791_3568,12:31:00,12:31:00,2@C5249_600,2,0.272,Bagni di Lucca,Bagni di Lucca
2652,4791_3568,12:31:00,12:31:00,2@C5251_600,3,0.557,Bagni di Lucca,Bagni di Lucca
2653,4791_3568,12:32:00,12:32:00,2@C4935_600,4,0.818,Bagni di Lucca,Bagni di Lucca
2654,4791_3568,12:33:00,12:33:00,2@C5252_600,5,1.556,Bagni di Lucca,Bagni di Lucca
2655,4791_3568,12:33:00,12:33:00,2@C3352_600,6,1.622,Bagni di Lucca,Bagni di Lucca
2656,4791_3568,12:35:00,12:35:00,2@C5326_600,7,1.92,Bagni di Lucca,Bagni di Lucca
2657,4791_3568,12:35:00,12:35:00,2@C5269_600,8,2.211,Bagni di Lucca,Bagni di Lucca
2658,4791_3568,12:37:00,12:37:00,2@C5270_600,9,3.226,Bagni di Lucca,Bagni di Lucca
2659,4791_3568,12:39:00,12:39:00,2@C5272_600,10,4.733,Bagni di Lucca,Bagni di Lucca
2660,4791_3568,12:39:00,12:39:00,2@C5273_600,11,5.39,Bagni di Lucca,Bagni di Lucca
2661,4791_3568,12:40:00,12:40:00,2@C5274_600,12,5.94,Bagni di Lucca,Bagni di Lucca
2662,4791_3568,12:47:00,12:47:00,2@C5275_600,13,7.137,Bagni di Lucca,Bagni di Lucca
2663,4791_3568,12:58:00,12:58:00,2@C5276_600,14,8.831,Bagni di Lucca,Bagni di Lucca
2664,4791_3568,13:00:00,13:00:00,2@C5277_600,15,9.1,Bagni di Lucca,14.0
2665,4791_3569,16:30:00,16:30:00,2@C5200_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2666,4791_3569,16:31:00,16:31:00,2@C5249_600,2,0.272,Bagni di Lucca,Bagni di Lucca
2667,4791_3569,16:31:00,16:31:00,2@C5251_600,3,0.557,Bagni di Lucca,Bagni di Lucca
2668,4791_3569,16:32:00,16:32:00,2@C4935_600,4,0.818,Bagni di Lucca,Bagni di Lucca
2669,4791_3569,16:33:00,16:33:00,2@C5252_600,5,1.556,Bagni di Lucca,Bagni di Lucca
2670,4791_3569,16:34:00,16:34:00,2@C3352_600,6,1.622,Bagni di Lucca,Bagni di Lucca
2671,4791_3569,16:35:00,16:35:00,2@C3350_600,7,1.871,Bagni di Lucca,Bagni di Lucca
2672,4791_3569,16:35:00,16:35:00,2@C3348_600,8,2.578,Bagni di Lucca,Bagni di Lucca
2673,4791_3569,16:36:00,16:36:00,2@C5260_600,9,3.254,Bagni di Lucca,Bagni di Lucca
2674,4791_3569,16:36:00,16:36:00,2@C3346_600,10,3.465,Bagni di Lucca,Bagni di Lucca
2675,4791_3569,16:39:00,16:39:00,2@C5261_600,11,3.75,Bagni di Lucca,Bagni di Lucca
2676,4791_3569,16:42:00,16:42:00,2@C3347_600,12,4.311,Bagni di Lucca,Bagni di Lucca
2677,4791_3569,16:42:00,16:42:00,2@C5325_600,13,4.492,Bagni di Lucca,Bagni di Lucca
2678,4791_3569,16:44:00,16:44:00,2@C3349_600,14,5.224,Bagni di Lucca,Bagni di Lucca
2679,4791_3569,16:45:00,16:45:00,2@C5326_600,15,6.014,Bagni di Lucca,Bagni di Lucca
2680,4791_3569,16:45:00,16:45:00,2@C5269_600,16,6.305,Bagni di Lucca,Bagni di Lucca
2681,4791_3569,16:47:00,16:47:00,2@C5270_600,17,7.32,Bagni di Lucca,Bagni di Lucca
2682,4791_3569,16:49:00,16:49:00,2@C5272_600,18,8.827,Bagni di Lucca,Bagni di Lucca
2683,4791_3569,16:49:00,16:49:00,2@C5273_600,19,9.484,Bagni di Lucca,Bagni di Lucca
2684,4791_3569,16:50:00,16:50:00,2@C5274_600,20,10.034,Bagni di Lucca,Bagni di Lucca
2685,4791_3569,16:57:00,16:57:00,2@C5275_600,21,11.231,Bagni di Lucca,Bagni di Lucca
2686,4791_3569,17:08:00,17:08:00,2@C5276_600,22,12.925,Bagni di Lucca,Bagni di Lucca
2687,4791_3569,17:10:00,17:10:00,2@C5277_600,23,13.194,Bagni di Lucca,22.0
2688,4791_3570,13:50:00,13:50:00,2@C5277_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2689,4791_3570,13:51:00,13:51:00,2@C5315_600,2,0.245,Bagni di Lucca,Bagni di Lucca
2690,4791_3570,14:00:00,14:00:00,2@C5316_600,3,1.95,Bagni di Lucca,Bagni di Lucca
2691,4791_3570,14:07:00,14:07:00,2@C5317_600,4,3.149,Bagni di Lucca,Bagni di Lucca
2692,4791_3570,14:07:00,14:07:00,2@C5318_600,5,3.384,Bagni di Lucca,Bagni di Lucca
2693,4791_3570,14:09:00,14:09:00,2@C5271_600,6,4.37,Bagni di Lucca,Bagni di Lucca
2694,4791_3570,14:12:00,14:12:00,2@C5319_600,7,5.873,Bagni di Lucca,Bagni di Lucca
2695,4791_3570,14:13:00,14:13:00,2@C5320_600,8,6.888,Bagni di Lucca,Bagni di Lucca
2696,4791_3570,14:14:00,14:14:00,2@C3351_600,9,7.271,Bagni di Lucca,Bagni di Lucca
2697,4791_3570,14:17:00,14:17:00,2@C5201_600,10,7.547,Bagni di Lucca,Bagni di Lucca
2698,4791_3570,14:18:00,14:18:00,2@C4936_600,11,8.295,Bagni di Lucca,Bagni di Lucca
2699,4791_3570,14:19:00,14:19:00,2@C5202_600,12,8.535,Bagni di Lucca,Bagni di Lucca
2700,4791_3570,14:19:00,14:19:00,2@C5250_600,13,8.83,Bagni di Lucca,Bagni di Lucca
2701,4791_3570,14:20:00,14:20:00,2@C4548_600,14,9.179,Bagni di Lucca,13.0
2702,4791_3571,06:45:00,06:45:00,2@C5277_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2703,4791_3571,06:46:00,06:46:00,2@C5315_600,2,0.245,Bagni di Lucca,Bagni di Lucca
2704,4791_3571,06:55:00,06:55:00,2@C5316_600,3,1.95,Bagni di Lucca,Bagni di Lucca
2705,4791_3571,07:02:00,07:02:00,2@C5317_600,4,3.149,Bagni di Lucca,Bagni di Lucca
2706,4791_3571,07:02:00,07:02:00,2@C5318_600,5,3.384,Bagni di Lucca,Bagni di Lucca
2707,4791_3571,07:04:00,07:04:00,2@C5271_600,6,4.37,Bagni di Lucca,Bagni di Lucca
2708,4791_3571,07:07:00,07:07:00,2@C5319_600,7,5.873,Bagni di Lucca,Bagni di Lucca
2709,4791_3571,07:08:00,07:08:00,2@C5320_600,8,6.888,Bagni di Lucca,Bagni di Lucca
2710,4791_3571,07:09:00,07:09:00,2@C3351_600,9,7.271,Bagni di Lucca,Bagni di Lucca
2711,4791_3571,07:12:00,07:12:00,2@C5201_600,10,7.547,Bagni di Lucca,Bagni di Lucca
2712,4791_3571,07:13:00,07:13:00,2@C4936_600,11,8.295,Bagni di Lucca,Bagni di Lucca
2713,4791_3571,07:14:00,07:14:00,2@C5202_600,12,8.535,Bagni di Lucca,Bagni di Lucca
2714,4791_3571,07:14:00,07:14:00,2@C5250_600,13,8.83,Bagni di Lucca,Bagni di Lucca
2715,4791_3571,07:15:00,07:15:00,2@C4548_600,14,9.179,Bagni di Lucca,13.0
2716,4791_3572,15:30:00,15:30:00,2@C5277_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2717,4791_3572,15:31:00,15:31:00,2@C5315_600,2,0.245,Bagni di Lucca,Bagni di Lucca
2718,4791_3572,15:40:00,15:40:00,2@C5316_600,3,1.95,Bagni di Lucca,Bagni di Lucca
2719,4791_3572,15:47:00,15:47:00,2@C5317_600,4,3.149,Bagni di Lucca,Bagni di Lucca
2720,4791_3572,15:47:00,15:47:00,2@C5318_600,5,3.384,Bagni di Lucca,Bagni di Lucca
2721,4791_3572,15:49:00,15:49:00,2@C5271_600,6,4.37,Bagni di Lucca,Bagni di Lucca
2722,4791_3572,15:52:00,15:52:00,2@C5319_600,7,5.873,Bagni di Lucca,Bagni di Lucca
2723,4791_3572,15:53:00,15:53:00,2@C5320_600,8,6.888,Bagni di Lucca,Bagni di Lucca
2724,4791_3572,15:54:00,15:54:00,2@C3351_600,9,7.271,Bagni di Lucca,Bagni di Lucca
2725,4791_3572,15:57:00,15:57:00,2@C5201_600,10,7.547,Bagni di Lucca,Bagni di Lucca
2726,4791_3572,15:58:00,15:58:00,2@C4936_600,11,8.295,Bagni di Lucca,Bagni di Lucca
2727,4791_3572,15:59:00,15:59:00,2@C5202_600,12,8.535,Bagni di Lucca,Bagni di Lucca
2728,4791_3572,15:59:00,15:59:00,2@C5250_600,13,8.83,Bagni di Lucca,Bagni di Lucca
2729,4791_3572,16:00:00,16:00:00,2@C4548_600,14,9.179,Bagni di Lucca,13.0
2730,4791_3573,18:00:00,18:00:00,2@C5277_600,1,0.0,Bagni di Lucca,Bagni di Lucca
2731,4791_3573,18:01:00,18:01:00,2@C5315_600,2,0.245,Bagni di Lucca,Bagni di Lucca
2732,4791_3573,18:10:00,18:10:00,2@C5316_600,3,1.95,Bagni di Lucca,Bagni di Lucca
2733,4791_3573,18:17:00,18:17:00,2@C5317_600,4,3.149,Bagni di Lucca,Bagni di Lucca
