,source,target,weight
874,Piazza al Serchio,Petrognola,24
875,Piazza al Serchio,Ponte all'Ania,21
876,Piazza al Serchio,San Donnino,24
877,Piazza al Serchio,San Michele,24
878,Piazza al Serchio,San Pietro in Campo,21
879,Piazza al Serchio,San Romano in Garfagnana,21
880,Piazza al Serchio,Sant'Anastasio,24
881,Ponte all'Ania,Albiano,21
882,Ponte all'Ania,Antisciana,18
883,Ponte all'Ania,Bagni di Lucca,21
884,Ponte all'Ania,Borgo a Mozzano,21
885,Ponte all'Ania,Camporgiano,21
886,Ponte all'Ania,Castelnuovo di Garfagnana,21
887,Ponte all'Ania,Castelvecchio Pascoli,21
888,Ponte all'Ania,Cerretoli,18
889,Ponte all'Ania,Colle,18
890,Ponte all'Ania,Colognola,21
891,Ponte all'Ania,Cortia,21
892,Ponte all'Ania,Filecchio,21
893,Ponte all'Ania,Fornaci di Barga,23
894,Ponte all'Ania,Fosciandora,21
895,Ponte all'Ania,Gallicano,21
896,Ponte all'Ania,Gragnana,21
897,Ponte all'Ania,Gragnanella,18
898,Ponte all'Ania,Loppia,23
899,Ponte all'Ania,Lucca,19
900,Ponte all'Ania,Molazzana,20
901,Ponte all'Ania,Mologno,21
902,Ponte all'Ania,Monterotondo,20
903,Ponte all'Ania,Nicciano,21
904,Ponte all'Ania,Palleroso,18
905,Ponte all'Ania,Petrognano,21
906,Ponte all'Ania,Petrognola,20
907,Ponte all'Ania,Piazza al Serchio,21
908,Ponte all'Ania,San Donnino,21
909,Ponte all'Ania,San Michele,21
910,Ponte all'Ania,San Pietro in Campo,21
911,Ponte all'Ania,San Romano in Garfagnana,21
912,Ponte all'Ania,Sant'Anastasio,21
913,San Donnino,Albiano,16
914,San Donnino,Antisciana,16
915,San Donnino,Bagni di Lucca,20
916,San Donnino,Borgo a Mozzano,21
917,San Donnino,Camporgiano,23
918,San Donnino,Castelnuovo di Garfagnana,21
919,San Donnino,Castelvecchio Pascoli,21
920,San Donnino,Cerretoli,16
921,San Donnino,Colle,16
922,San Donnino,Colognola,24
923,San Donnino,Cortia,24
924,San Donnino,Filecchio,20
925,San Donnino,Fornaci di Barga,21
926,San Donnino,Fosciandora,21
927,San Donnino,Gallicano,21
928,San Donnino,Gragnana,24
929,San Donnino,Gragnanella,16
930,San Donnino,Loppia,21
931,San Donnino,Lucca,19
932,San Donnino,Molazzana,15
933,San Donnino,Mologno,21
934,San Donnino,Monterotondo,16
935,San Donnino,Nicciano,24
936,San Donnino,Palleroso,16
937,San Donnino,Petrognano,24
938,San Donnino,Petrognola,24
939,San Donnino,Piazza al Serchio,24
940,San Donnino,Ponte all'Ania,21
941,San Donnino,San Michele,24
942,San Donnino,San Pietro in Campo,21
943,San Donnino,Sant'Anastasio,24
944,San Michele,Albiano,16
945,San Michele,Antisciana,16
946,San Michele,Bagni di Lucca,20
947,San Michele,Borgo a Mozzano,21
948,San Michele,Camporgiano,21
949,San Michele,Castelnuovo di Garfagnana,21
950,San Michele,Castelvecchio Pascoli,21
951,San Michele,Cerretoli,16
952,San Michele,Colle,16
953,San Michele,Colognola,24
954,San Michele,Cortia,24
955,San Michele,Filecchio,19
956,San Michele,Fornaci di Barga,21
957,San Michele,Fosciandora,21
958,San Michele,Gallicano,21
959,San Michele,Gragnana,24
960,San Michele,Gragnanella,16
961,San Michele,Loppia,21
962,San Michele,Lucca,19
963,San Michele,Molazzana,15
964,San Michele,Mologno,21
965,San Michele,Monterotondo,16
966,San Michele,Nicciano,24
967,San Michele,Palleroso,16
968,San Michele,Petrognano,24
969,San Michele,Petrognola,24
970,San Michele,Piazza al Serchio,24
971,San Michele,Ponte all'Ania,21
972,San Michele,San Donnino,24
973,San Michele,San Pietro in Campo,21
974,San Michele,San Romano in Garfagnana,21
975,San Michele,Sant'Anastasio,24
976,San Michele,Villa Collemandina,6
977,San Pietro in Campo,Albiano,17
978,San Pietro in Campo,Antisciana,18
979,San Pietro in Campo,Bagni di Lucca,21
980,San Pietro in Campo,Borgo a Mozzano,21
981,San Pietro in Campo,Camporgiano,21
982,San Pietro in Campo,Castelnuovo di Garfagnana,21
983,San Pietro in Campo,Castelvecchio Pascoli,23
984,San Pietro in Campo,Cerretoli,18
985,San Pietro in Campo,Colle,18
986,San Pietro in Campo,Colognola,21
987,San Pietro in Campo,Cortia,21
988,San Pietro in Campo,Filecchio,21
989,San Pietro in Campo,Fornaci di Barga,21
990,San Pietro in Campo,Fosciandora,21
991,San Pietro in Campo,Gallicano,23
992,San Pietro in Campo,Gragnana,21
993,San Pietro in Campo,Gragnanella,18
994,San Pietro in Campo,Loppia,21
995,San Pietro in Campo,Lucca,19
996,San Pietro in Campo,Molazzana,15
997,San Pietro in Campo,Mologno,23
998,San Pietro in Campo,Monterotondo,21
999,San Pietro in Campo,Nicciano,21
1000,San Pietro in Campo,Palleroso,21
1001,San Pietro in Campo,Petrognano,21
1002,San Pietro in Campo,Petrognola,21
1003,San Pietro in Campo,Piazza al Serchio,21
1004,San Pietro in Campo,Ponte all'Ania,21
1005,San Pietro in Campo,San Donnino,21
1006,San Pietro in Campo,San Michele,21
1007,San Pietro in Campo,San Romano in Garfagnana,21
1008,San Pietro in Campo,Sant'Anastasio,21
1009,San Romano in Garfagnana,Albiano,16
1010,San Romano in Garfagnana,Antisciana,16
1011,San Romano in Garfagnana,Bagni di Lucca,20
1012,San Romano in Garfagnana,Borgo a Mozzano,21
1013,San Romano in Garfagnana,Borsigliana,5
1014,San Romano in Garfagnana,Camporgiano,23
1015,San Romano in Garfagnana,Castelnuovo di Garfagnana,21
1016,San Romano in Garfagnana,Castelvecchio Pascoli,21
1017,San Romano in Garfagnana,Cerretoli,16
1018,San Romano in Garfagnana,Cogna,5
1019,San Romano in Garfagnana,Colle,16
1020,San Romano in Garfagnana,Colognola,21
1021,San Romano in Garfagnana,Cortia,21
1022,San Romano in Garfagnana,Filecchio,20
1023,San Romano in Garfagnana,Fornaci di Barga,21
1024,San Romano in Garfagnana,Fosciandora,21
1025,San Romano in Garfagnana,Gallicano,21
1026,San Romano in Garfagnana,Gragnana,21
1027,San Romano in Garfagnana,Gragnanella,16
1028,San Romano in Garfagnana,Loppia,21
1029,San Romano in Garfagnana,Lucca,19
1030,San Romano in Garfagnana,Molazzana,15
1031,San Romano in Garfagnana,Mologno,21
1032,San Romano in Garfagnana,Monterotondo,16
1033,San Romano in Garfagnana,Nicciano,21
1034,San Romano in Garfagnana,Palleroso,16
1035,San Romano in Garfagnana,Petrognano,21
1036,San Romano in Garfagnana,Petrognola,21
1037,San Romano in Garfagnana,Piazza al Serchio,21
1038,San Romano in Garfagnana,Ponte all'Ania,21
1039,San Romano in Garfagnana,San Michele,21
1040,San Romano in Garfagnana,San Pietro in Campo,21
1041,San Romano in Garfagnana,Sant'Anastasio,21
1042,San Romano in Garfagnana,Vergnano,5
1043,Sant'Anastasio,Albiano,16
1044,Sant'Anastasio,Antisciana,17
1045,Sant'Anastasio,Bagni di Lucca,20
1046,Sant'Anastasio,Borgo a Mozzano,21
1047,Sant'Anastasio,Camporgiano,21
1048,Sant'Anastasio,Castelnuovo di Garfagnana,21
1049,Sant'Anastasio,Castelvecchio Pascoli,21
1050,Sant'Anastasio,Cerretoli,17
1051,Sant'Anastasio,Colle,17
1052,Sant'Anastasio,Colognola,24
1053,Sant'Anastasio,Cortia,24
1054,Sant'Anastasio,Fabbriche di Vergemoli,1
1055,Sant'Anastasio,Filecchio,20
1056,Sant'Anastasio,Fornaci di Barga,20
1057,Sant'Anastasio,Fosciandora,21
1058,Sant'Anastasio,Gallicano,21
1059,Sant'Anastasio,Gragnana,24
1060,Sant'Anastasio,Gragnanella,17
1061,Sant'Anastasio,Loppia,21
1062,Sant'Anastasio,Lucca,19
1063,Sant'Anastasio,Molazzana,16
1064,Sant'Anastasio,Mologno,21
1065,Sant'Anastasio,Monterotondo,17
1066,Sant'Anastasio,Nicciano,24
1067,Sant'Anastasio,Palleroso,17
1068,Sant'Anastasio,Pescaglia,1
1069,Sant'Anastasio,Petrognano,24
1070,Sant'Anastasio,Piazza al Serchio,24
1071,Sant'Anastasio,Ponte all'Ania,21
1072,Sant'Anastasio,San Donnino,24
1073,Sant'Anastasio,San Michele,24
1074,Sant'Anastasio,San Pietro in Campo,20
1075,Sant'Anastasio,San Romano in Garfagnana,21
1076,Sant'Anastasio,Villa Collemandina,5
